Model,MDO3034
Firmware Version,1.26

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,2e-06,
Horizontal Delay,6e-06,
Sample Interval,2e-09,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,2
Vertical Position,-3,-3
,,
,,
,,
Label,,
TIME,CH1,CH2
5.8500e-06,3.76,5.76
5.8520e-06,3.76,5.76
5.8540e-06,3.68,5.76
5.8560e-06,3.6,5.68
5.8580e-06,3.68,5.76
5.8600e-06,3.68,5.68
5.8620e-06,3.6,5.76
5.8640e-06,3.68,5.76
5.8660e-06,3.68,5.76
5.8680e-06,3.68,5.76
5.8700e-06,3.76,5.76
5.8720e-06,3.68,5.76
5.8740e-06,3.68,5.76
5.8760e-06,3.76,5.68
5.8780e-06,3.68,5.68
5.8800e-06,3.68,5.76
5.8820e-06,3.68,5.76
5.8840e-06,3.68,5.68
5.8860e-06,3.68,5.68
5.8880e-06,3.6,5.68
5.8900e-06,3.68,5.68
5.8920e-06,3.68,5.76
5.8940e-06,3.68,5.76
5.8960e-06,3.76,5.76
5.8980e-06,3.68,5.76
5.9000e-06,3.6,5.76
5.9020e-06,3.68,5.76
5.9040e-06,3.6,5.68
5.9060e-06,3.6,5.76
5.9080e-06,3.6,5.76
5.9100e-06,3.68,5.76
5.9120e-06,3.52,5.68
5.9140e-06,3.6,5.76
5.9160e-06,3.6,5.76
5.9180e-06,3.68,5.68
5.9200e-06,3.68,5.76
5.9220e-06,3.6,5.76
5.9240e-06,3.6,5.76
5.9260e-06,3.6,5.84
5.9280e-06,3.68,5.84
5.9300e-06,3.6,5.76
5.9320e-06,3.52,5.76
5.9340e-06,3.68,5.76
5.9360e-06,3.6,5.76
5.9380e-06,3.6,5.76
5.9400e-06,3.6,5.76
5.9420e-06,3.6,5.76
5.9440e-06,3.6,5.76
5.9460e-06,3.68,5.84
5.9480e-06,3.68,5.84
5.9500e-06,3.6,5.68
5.9520e-06,3.6,5.76
5.9540e-06,3.52,5.76
5.9560e-06,3.6,5.76
5.9580e-06,3.68,5.84
5.9600e-06,3.6,5.76
5.9620e-06,3.6,5.76
5.9640e-06,3.68,5.76
5.9660e-06,3.68,5.84
5.9680e-06,3.68,5.84
5.9700e-06,3.6,5.84
5.9720e-06,3.76,5.68
5.9740e-06,3.52,5.76
5.9760e-06,3.68,5.84
5.9780e-06,3.6,5.84
5.9800e-06,3.68,5.84
5.9820e-06,3.68,5.84
5.9840e-06,3.6,5.76
5.9860e-06,3.6,5.84
5.9880e-06,3.6,5.76
5.9900e-06,3.6,5.92
5.9920e-06,3.6,5.92
5.9940e-06,3.6,5.84
5.9960e-06,3.76,5.84
5.9980e-06,3.52,5.84
6.0000e-06,3.6,5.92
6.0020e-06,3.6,5.76
6.0040e-06,3.6,5.92
6.0060e-06,3.6,5.92
6.0080e-06,3.6,5.84
6.0100e-06,3.52,5.84
6.0120e-06,3.6,5.76
6.0140e-06,3.6,5.92
6.0160e-06,3.6,5.84
6.0180e-06,3.6,5.92
6.0200e-06,3.6,5.84
6.0220e-06,3.52,5.76
6.0240e-06,3.6,5.76
6.0260e-06,3.6,5.84
6.0280e-06,3.6,5.84
6.0300e-06,3.6,5.76
6.0320e-06,3.52,5.92
6.0340e-06,3.6,5.84
6.0360e-06,3.6,5.84
6.0380e-06,3.6,5.84
6.0400e-06,3.6,5.84
6.0420e-06,3.52,5.84
6.0440e-06,3.6,5.76
6.0460e-06,3.52,5.92
6.0480e-06,3.6,5.84
6.0500e-06,3.52,5.76
6.0520e-06,3.52,5.76
6.0540e-06,3.52,5.92
6.0560e-06,3.52,5.84
6.0580e-06,3.6,5.84
6.0600e-06,3.6,5.84
6.0620e-06,3.52,5.84
6.0640e-06,3.6,5.84
6.0660e-06,3.6,5.92
6.0680e-06,3.6,5.92
6.0700e-06,3.52,5.76
6.0720e-06,3.52,5.92
6.0740e-06,3.52,5.84
6.0760e-06,3.52,5.84
6.0780e-06,3.52,5.84
6.0800e-06,3.52,5.76
6.0820e-06,3.6,5.84
6.0840e-06,3.6,5.84
6.0860e-06,3.6,5.84
6.0880e-06,3.52,5.76
6.0900e-06,3.6,5.84
6.0920e-06,3.52,5.92
6.0940e-06,3.52,5.92
6.0960e-06,3.68,5.92
6.0980e-06,3.52,5.92
6.1000e-06,3.6,5.84
6.1020e-06,3.6,5.92
6.1040e-06,3.6,5.92
6.1060e-06,3.52,5.84
6.1080e-06,3.6,5.92
6.1100e-06,3.6,5.92
6.1120e-06,3.52,5.84
6.1140e-06,3.6,5.92
6.1160e-06,3.6,5.92
6.1180e-06,3.52,5.92
6.1200e-06,3.6,5.92
6.1220e-06,3.52,5.92
6.1240e-06,3.52,5.92
6.1260e-06,3.52,5.84
6.1280e-06,3.52,5.84
6.1300e-06,3.52,5.84
6.1320e-06,3.6,5.92
6.1340e-06,3.52,5.84
6.1360e-06,3.6,5.92
6.1380e-06,3.52,5.92
6.1400e-06,3.52,5.92
6.1420e-06,3.52,5.92
6.1440e-06,3.44,5.92
6.1460e-06,3.52,5.84
6.1480e-06,3.52,5.92
6.1500e-06,3.52,5.84
6.1520e-06,3.52,5.92
6.1540e-06,3.52,5.92
6.1560e-06,3.6,5.92
6.1580e-06,3.52,5.92
6.1600e-06,3.6,5.92
6.1620e-06,3.52,5.92
6.1640e-06,3.52,5.92
6.1660e-06,3.52,5.84
6.1680e-06,3.52,5.84
6.1700e-06,3.52,5.92
6.1720e-06,3.52,5.92
6.1740e-06,3.6,5.92
6.1760e-06,3.52,5.84
6.1780e-06,3.52,5.92
6.1800e-06,3.52,5.92
6.1820e-06,3.68,5.92
6.1840e-06,3.6,5.84
6.1860e-06,3.52,5.84
6.1880e-06,3.6,5.92
6.1900e-06,3.6,5.92
6.1920e-06,3.6,5.92
6.1940e-06,3.44,5.92
6.1960e-06,3.6,5.92
6.1980e-06,3.52,5.92
6.2000e-06,3.6,5.92
6.2020e-06,3.52,5.92
6.2040e-06,3.52,5.92
6.2060e-06,3.52,5.92
6.2080e-06,3.6,5.92
6.2100e-06,3.52,5.92
6.2120e-06,3.52,5.92
6.2140e-06,3.52,5.92
6.2160e-06,3.52,5.92
6.2180e-06,3.52,6
6.2200e-06,3.52,5.92
6.2220e-06,3.52,5.92
6.2240e-06,3.6,5.92
6.2260e-06,3.6,6
6.2280e-06,3.52,5.92
6.2300e-06,3.6,5.92
6.2320e-06,3.6,5.92
6.2340e-06,3.52,5.92
6.2360e-06,3.52,6
6.2380e-06,3.52,5.92
6.2400e-06,3.52,6
6.2420e-06,3.52,5.92
6.2440e-06,3.6,5.92
6.2460e-06,3.6,5.92
6.2480e-06,3.52,5.92
6.2500e-06,3.6,5.92
6.2520e-06,3.52,5.92
6.2540e-06,3.6,6
6.2560e-06,3.52,6
6.2580e-06,3.52,5.92
6.2600e-06,3.6,5.92
6.2620e-06,3.6,6
6.2640e-06,3.52,5.84
6.2660e-06,3.6,5.92
6.2680e-06,3.6,6
6.2700e-06,3.6,5.92
6.2720e-06,3.6,5.92
6.2740e-06,3.52,6
6.2760e-06,3.6,5.92
6.2780e-06,3.52,5.92
6.2800e-06,3.6,6
6.2820e-06,3.6,6
6.2840e-06,3.6,6
6.2860e-06,3.6,6
6.2880e-06,3.6,5.92
6.2900e-06,3.6,6
6.2920e-06,3.6,5.92
6.2940e-06,3.52,6
6.2960e-06,3.6,6
6.2980e-06,3.6,5.92
6.3000e-06,3.6,6
6.3020e-06,3.68,6
6.3040e-06,3.6,6
6.3060e-06,3.68,6
6.3080e-06,3.52,6
6.3100e-06,3.6,6
6.3120e-06,3.6,6.08
6.3140e-06,3.6,5.92
6.3160e-06,3.52,6.08
6.3180e-06,3.6,6
6.3200e-06,3.6,5.92
6.3220e-06,3.6,5.92
6.3240e-06,3.6,6
6.3260e-06,3.52,6
6.3280e-06,3.52,6
6.3300e-06,3.68,6
6.3320e-06,3.6,6
6.3340e-06,3.52,6
6.3360e-06,3.6,6
6.3380e-06,3.6,6
6.3400e-06,3.6,6
6.3420e-06,3.6,6
6.3440e-06,3.6,6
6.3460e-06,3.52,6
6.3480e-06,3.52,6
6.3500e-06,3.6,6
6.3520e-06,3.6,5.92
6.3540e-06,3.6,6
6.3560e-06,3.6,6.08
6.3580e-06,3.68,6
6.3600e-06,3.6,6
6.3620e-06,3.52,6
6.3640e-06,3.52,6.08
6.3660e-06,3.6,6
6.3680e-06,3.6,6.08
6.3700e-06,3.52,6.08
6.3720e-06,3.52,5.92
6.3740e-06,3.6,6
6.3760e-06,3.6,5.92
6.3780e-06,3.6,6
6.3800e-06,3.44,6
6.3820e-06,3.6,6
6.3840e-06,3.52,6
6.3860e-06,3.6,6
6.3880e-06,3.6,6
6.3900e-06,3.6,6
6.3920e-06,3.6,6.08
6.3940e-06,3.6,6
6.3960e-06,3.6,6
6.3980e-06,3.68,6.08
6.4000e-06,3.6,6
6.4020e-06,3.6,6.08
6.4040e-06,3.6,6
6.4060e-06,3.52,6.08
6.4080e-06,3.6,6.08
6.4100e-06,3.6,6
6.4120e-06,3.6,6
6.4140e-06,3.6,6
6.4160e-06,3.6,6.08
6.4180e-06,3.6,6
6.4200e-06,3.52,6
6.4220e-06,3.52,6
6.4240e-06,3.6,6.08
6.4260e-06,3.52,6
6.4280e-06,3.6,6
6.4300e-06,3.68,6.08
6.4320e-06,3.52,6
6.4340e-06,3.52,6
6.4360e-06,3.6,6
6.4380e-06,3.52,6
6.4400e-06,3.6,6.08
6.4420e-06,3.44,6.08
6.4440e-06,3.6,6.08
6.4460e-06,3.52,6
6.4480e-06,3.6,6.16
6.4500e-06,3.52,6
6.4520e-06,3.52,6
6.4540e-06,3.6,6.08
6.4560e-06,3.52,6.08
6.4580e-06,3.52,6
6.4600e-06,3.52,6.08
6.4620e-06,3.52,6
6.4640e-06,3.6,6
6.4660e-06,3.6,6.08
6.4680e-06,3.52,6
6.4700e-06,3.52,6.08
6.4720e-06,3.6,6
6.4740e-06,3.6,6.08
6.4760e-06,3.44,6
6.4780e-06,3.52,6
6.4800e-06,3.52,6.08
6.4820e-06,3.52,6.08
6.4840e-06,3.52,6.16
6.4860e-06,3.52,6.08
6.4880e-06,3.52,6.08
6.4900e-06,3.6,6.08
6.4920e-06,3.52,6.08
6.4940e-06,3.52,6
6.4960e-06,3.52,6.08
6.4980e-06,3.52,6
6.5000e-06,3.52,6
6.5020e-06,3.52,6
6.5040e-06,3.44,6.08
6.5060e-06,3.44,6
6.5080e-06,3.52,6.08
6.5100e-06,3.52,6.16
6.5120e-06,3.44,6.16
6.5140e-06,3.52,6.08
6.5160e-06,3.6,6.16
6.5180e-06,3.52,6
6.5200e-06,3.6,6.16
6.5220e-06,3.44,6.08
6.5240e-06,3.52,6
6.5260e-06,3.52,6.08
6.5280e-06,3.52,6
6.5300e-06,3.52,6.08
6.5320e-06,3.52,6.08
6.5340e-06,3.52,6.08
6.5360e-06,3.52,6
6.5380e-06,3.52,6.08
6.5400e-06,3.44,6.08
6.5420e-06,3.52,6.08
6.5440e-06,3.52,6.08
6.5460e-06,3.52,6.08
6.5480e-06,3.52,6.08
6.5500e-06,3.52,6.08
6.5520e-06,3.44,6.08
6.5540e-06,3.52,6.16
6.5560e-06,3.44,6.08
6.5580e-06,3.52,6.08
6.5600e-06,3.44,6.16
6.5620e-06,3.44,6.08
6.5640e-06,3.52,6
6.5660e-06,3.44,6.08
6.5680e-06,3.52,6.16
6.5700e-06,3.6,6.08
6.5720e-06,3.52,6.08
6.5740e-06,3.52,6
6.5760e-06,3.44,6
6.5780e-06,3.52,6.08
6.5800e-06,3.52,6.08
6.5820e-06,3.44,6.24
6.5840e-06,3.44,6.08
6.5860e-06,3.44,6.08
6.5880e-06,3.52,6.08
6.5900e-06,3.44,6.08
6.5920e-06,3.44,6.08
6.5940e-06,3.44,6.08
6.5960e-06,3.52,6.16
6.5980e-06,3.52,6.08
6.6000e-06,3.52,6.16
6.6020e-06,3.52,6.16
6.6040e-06,3.52,6.08
6.6060e-06,3.44,6.16
6.6080e-06,3.52,6.08
6.6100e-06,3.52,6
6.6120e-06,3.36,6.16
6.6140e-06,3.44,6.16
6.6160e-06,3.52,6.16
6.6180e-06,3.44,6.16
6.6200e-06,3.52,6.08
6.6220e-06,3.44,6.16
6.6240e-06,3.44,6.08
6.6260e-06,3.36,6.08
6.6280e-06,3.52,6.08
6.6300e-06,3.44,6.08
6.6320e-06,3.44,6.08
6.6340e-06,3.44,6.08
6.6360e-06,3.44,6.08
6.6380e-06,3.44,6.08
6.6400e-06,3.44,6.16
6.6420e-06,3.44,6.08
6.6440e-06,3.36,6.16
6.6460e-06,3.52,6.16
6.6480e-06,3.52,6.16
6.6500e-06,3.44,6.08
6.6520e-06,3.44,6.16
6.6540e-06,3.36,6.16
6.6560e-06,3.52,6.08
6.6580e-06,3.44,6.16
6.6600e-06,3.44,6.16
6.6620e-06,3.44,6.08
6.6640e-06,3.36,6.08
6.6660e-06,3.44,6.16
6.6680e-06,3.44,6.16
6.6700e-06,3.44,6.16
6.6720e-06,3.44,6.16
6.6740e-06,3.44,6.08
6.6760e-06,3.44,6.16
6.6780e-06,3.44,6.16
6.6800e-06,3.44,6.08
6.6820e-06,3.44,6.16
6.6840e-06,3.44,6
6.6860e-06,3.36,6.16
6.6880e-06,3.44,6.08
6.6900e-06,3.44,6
6.6920e-06,3.44,6.16
6.6940e-06,3.52,6.08
6.6960e-06,3.52,6.08
6.6980e-06,3.44,6.16
6.7000e-06,3.52,6.16
6.7020e-06,3.36,6.08
6.7040e-06,3.36,6.16
6.7060e-06,3.36,6.16
6.7080e-06,3.36,6.08
6.7100e-06,3.44,6.08
6.7120e-06,3.44,6.16
6.7140e-06,3.44,6.16
6.7160e-06,3.36,6.16
6.7180e-06,3.44,6.16
6.7200e-06,3.44,6.08
6.7220e-06,3.44,6.16
6.7240e-06,3.36,6.16
6.7260e-06,3.44,6.16
6.7280e-06,3.44,6.16
6.7300e-06,3.44,6.08
6.7320e-06,3.44,6.08
6.7340e-06,3.44,6.16
6.7360e-06,3.44,6.16
6.7380e-06,3.36,6.16
6.7400e-06,3.44,6.24
6.7420e-06,3.44,6.08
6.7440e-06,3.52,6.16
6.7460e-06,3.36,6.16
6.7480e-06,3.44,6.16
6.7500e-06,3.44,6.16
6.7520e-06,3.44,6
6.7540e-06,3.44,6.16
6.7560e-06,3.44,6.16
6.7580e-06,3.44,6.08
6.7600e-06,3.44,6.16
6.7620e-06,3.44,6.16
6.7640e-06,3.44,6.16
6.7660e-06,3.44,6.16
6.7680e-06,3.44,6.16
6.7700e-06,3.44,6.16
6.7720e-06,3.52,6.16
6.7740e-06,3.36,6.16
6.7760e-06,3.44,6.16
6.7780e-06,3.44,6.16
6.7800e-06,3.44,6.16
6.7820e-06,3.44,6.16
6.7840e-06,3.44,6.16
6.7860e-06,3.44,6
6.7880e-06,3.44,6.24
6.7900e-06,3.44,6.08
6.7920e-06,3.44,6.24
6.7940e-06,3.44,6.24
6.7960e-06,3.44,6.16
6.7980e-06,3.52,6.16
6.8000e-06,3.36,6.24
6.8020e-06,3.52,6.24
6.8040e-06,3.44,6.24
6.8060e-06,3.44,6.08
6.8080e-06,3.44,6.16
6.8100e-06,3.44,6.24
6.8120e-06,3.52,6.16
6.8140e-06,3.44,6.16
6.8160e-06,3.44,6.16
6.8180e-06,3.44,6.16
6.8200e-06,3.44,6.16
6.8220e-06,3.44,6.16
6.8240e-06,3.52,6.16
6.8260e-06,3.44,6.24
6.8280e-06,3.52,6.16
6.8300e-06,3.44,6.16
6.8320e-06,3.44,6.16
6.8340e-06,3.44,6.16
6.8360e-06,3.52,6.16
6.8380e-06,3.44,6.24
6.8400e-06,3.44,6.16
6.8420e-06,3.44,6.24
6.8440e-06,3.52,6.16
6.8460e-06,3.52,6.08
6.8480e-06,3.44,6.16
6.8500e-06,3.44,6.16
6.8520e-06,3.52,6.24
6.8540e-06,3.44,6.16
6.8560e-06,3.52,6.24
6.8580e-06,3.44,6.24
6.8600e-06,3.44,6.16
6.8620e-06,3.44,6.16
6.8640e-06,3.44,6.24
6.8660e-06,3.44,6.24
6.8680e-06,3.52,6.24
6.8700e-06,3.52,6.16
6.8720e-06,3.52,6.24
6.8740e-06,3.44,6.16
6.8760e-06,3.44,6.16
6.8780e-06,3.36,6.16
6.8800e-06,3.52,6.24
6.8820e-06,3.44,6.16
6.8840e-06,3.44,6.16
6.8860e-06,3.52,6.24
6.8880e-06,3.44,6.16
6.8900e-06,3.36,6.24
6.8920e-06,3.52,6.24
6.8940e-06,3.52,6.24
6.8960e-06,3.44,6.24
6.8980e-06,3.44,6.16
6.9000e-06,3.44,6.24
6.9020e-06,3.52,6.16
6.9040e-06,3.52,6.16
6.9060e-06,3.52,6.24
6.9080e-06,3.44,6.16
6.9100e-06,3.44,6.16
6.9120e-06,3.44,6.32
6.9140e-06,3.52,6.24
6.9160e-06,3.52,6.16
6.9180e-06,3.52,6.32
6.9200e-06,3.44,6.16
6.9220e-06,3.52,6.16
6.9240e-06,3.52,6.16
6.9260e-06,3.44,6.24
6.9280e-06,3.44,6.32
6.9300e-06,3.44,6.16
6.9320e-06,3.44,6.24
6.9340e-06,3.52,6.16
6.9360e-06,3.52,6.16
6.9380e-06,3.44,6.24
6.9400e-06,3.44,6.16
6.9420e-06,3.44,6.24
6.9440e-06,3.44,6.24
6.9460e-06,3.44,6.24
6.9480e-06,3.44,6.16
6.9500e-06,3.44,6.32
6.9520e-06,3.44,6.16
6.9540e-06,3.44,6.32
6.9560e-06,3.52,6.24
6.9580e-06,3.44,6.24
6.9600e-06,3.44,6.24
6.9620e-06,3.52,6.16
6.9640e-06,3.44,6.16
6.9660e-06,3.44,6.24
6.9680e-06,3.44,6.24
6.9700e-06,3.52,6.24
6.9720e-06,3.44,6.16
6.9740e-06,3.44,6.24
6.9760e-06,3.44,6.24
6.9780e-06,3.44,6.16
6.9800e-06,3.44,6.24
6.9820e-06,3.52,6.16
6.9840e-06,3.52,6.24
6.9860e-06,3.44,6.32
6.9880e-06,3.44,6.24
6.9900e-06,3.44,6.24
6.9920e-06,3.44,6.24
6.9940e-06,3.44,6.24
6.9960e-06,3.52,6.24
6.9980e-06,3.44,6.32
7.0000e-06,3.44,6.24
7.0020e-06,3.44,6.16
7.0040e-06,3.44,6.24
7.0060e-06,3.44,6.24
7.0080e-06,3.36,6.32
7.0100e-06,3.44,6.24
7.0120e-06,3.44,6.24
7.0140e-06,3.52,6.24
7.0160e-06,3.44,6.32
7.0180e-06,3.36,6.24
7.0200e-06,3.52,6.24
7.0220e-06,3.36,6.32
7.0240e-06,3.44,6.24
7.0260e-06,3.44,6.24
7.0280e-06,3.44,6.24
7.0300e-06,3.44,6.32
7.0320e-06,3.44,6.32
7.0340e-06,3.52,6.32
7.0360e-06,3.44,6.24
7.0380e-06,3.44,6.24
7.0400e-06,3.44,6.32
7.0420e-06,3.52,6.24
7.0440e-06,3.44,6.32
7.0460e-06,3.6,6.32
7.0480e-06,3.44,6.16
7.0500e-06,3.44,6.32
7.0520e-06,3.44,6.32
7.0540e-06,3.36,6.24
7.0560e-06,3.44,6.24
7.0580e-06,3.44,6.24
7.0600e-06,3.44,6.16
7.0620e-06,3.44,6.24
7.0640e-06,3.44,6.32
7.0660e-06,3.44,6.32
7.0680e-06,3.44,6.24
7.0700e-06,3.44,6.24
7.0720e-06,3.36,6.24
7.0740e-06,3.44,6.24
7.0760e-06,3.44,6.32
7.0780e-06,3.36,6.24
7.0800e-06,3.36,6.32
7.0820e-06,3.36,6.24
7.0840e-06,3.44,6.32
7.0860e-06,3.36,6.32
7.0880e-06,3.44,6.32
7.0900e-06,3.36,6.24
7.0920e-06,3.44,6.32
7.0940e-06,3.52,6.32
7.0960e-06,3.44,6.16
7.0980e-06,3.44,6.24
7.1000e-06,3.44,6.24
7.1020e-06,3.36,6.32
7.1040e-06,3.44,6.24
7.1060e-06,3.44,6.32
7.1080e-06,3.36,6.32
7.1100e-06,3.44,6.32
7.1120e-06,3.36,6.32
7.1140e-06,3.36,6.32
7.1160e-06,3.28,6.32
7.1180e-06,3.44,6.24
7.1200e-06,3.44,6.32
7.1220e-06,3.44,6.32
7.1240e-06,3.36,6.24
7.1260e-06,3.36,6.24
7.1280e-06,3.36,6.32
7.1300e-06,3.36,6.24
7.1320e-06,3.44,6.32
7.1340e-06,3.44,6.32
7.1360e-06,3.44,6.32
7.1380e-06,3.44,6.32
7.1400e-06,3.36,6.32
7.1420e-06,3.44,6.32
7.1440e-06,3.36,6.32
7.1460e-06,3.36,6.4
7.1480e-06,3.36,6.32
7.1500e-06,3.44,6.32
7.1520e-06,3.2,6.24
7.1540e-06,3.36,6.4
7.1560e-06,3.36,6.32
7.1580e-06,3.36,6.24
7.1600e-06,3.36,6.24
7.1620e-06,3.28,6.24
7.1640e-06,3.36,6.32
7.1660e-06,3.36,6.24
7.1680e-06,3.44,6.32
7.1700e-06,3.44,6.24
7.1720e-06,3.36,6.32
7.1740e-06,3.44,6.16
7.1760e-06,3.36,6.24
7.1780e-06,3.36,6.24
7.1800e-06,3.36,6.24
7.1820e-06,3.36,6.32
7.1840e-06,3.44,6.24
7.1860e-06,3.36,6.16
7.1880e-06,3.36,6.24
7.1900e-06,3.36,6.32
7.1920e-06,3.36,6.32
7.1940e-06,3.36,6.4
7.1960e-06,3.36,6.24
7.1980e-06,3.36,6.24
7.2000e-06,3.28,6.32
7.2020e-06,3.36,6.4
7.2040e-06,3.36,6.32
7.2060e-06,3.28,6.4
7.2080e-06,3.36,6.24
7.2100e-06,3.36,6.16
7.2120e-06,3.28,6.32
7.2140e-06,3.28,6.32
7.2160e-06,3.36,6.32
7.2180e-06,3.36,6.32
7.2200e-06,3.36,6.32
7.2220e-06,3.36,6.32
7.2240e-06,3.36,6.32
7.2260e-06,3.2,6.4
7.2280e-06,3.36,6.32
7.2300e-06,3.44,6.24
7.2320e-06,3.44,6.32
7.2340e-06,3.36,6.32
7.2360e-06,3.36,6.24
7.2380e-06,3.44,6.32
7.2400e-06,3.36,6.32
7.2420e-06,3.36,6.32
7.2440e-06,3.28,6.32
7.2460e-06,3.28,6.32
7.2480e-06,3.36,6.32
7.2500e-06,3.36,6.4
7.2520e-06,3.28,6.4
7.2540e-06,3.28,6.4
7.2560e-06,3.44,6.32
7.2580e-06,3.36,6.32
7.2600e-06,3.36,6.32
7.2620e-06,3.28,6.32
7.2640e-06,3.36,6.4
7.2660e-06,3.36,6.32
7.2680e-06,3.36,6.24
7.2700e-06,3.28,6.4
7.2720e-06,3.36,6.4
7.2740e-06,3.36,6.32
7.2760e-06,3.28,6.4
7.2780e-06,3.28,6.32
7.2800e-06,3.28,6.32
7.2820e-06,3.28,6.32
7.2840e-06,3.36,6.32
7.2860e-06,3.44,6.24
7.2880e-06,3.36,6.4
7.2900e-06,3.36,6.32
7.2920e-06,3.36,6.4
7.2940e-06,3.44,6.32
7.2960e-06,3.36,6.32
7.2980e-06,3.36,6.4
7.3000e-06,3.28,6.4
7.3020e-06,3.28,6.24
7.3040e-06,3.28,6.32
7.3060e-06,3.44,6.32
7.3080e-06,3.36,6.4
7.3100e-06,3.36,6.32
7.3120e-06,3.44,6.48
7.3140e-06,3.36,6.4
7.3160e-06,3.28,6.32
7.3180e-06,3.44,6.32
7.3200e-06,3.36,6.4
7.3220e-06,3.36,6.4
7.3240e-06,3.36,6.32
7.3260e-06,3.36,6.4
7.3280e-06,3.36,6.4
7.3300e-06,3.36,6.32
7.3320e-06,3.28,6.4
7.3340e-06,3.36,6.4
7.3360e-06,3.36,6.4
7.3380e-06,3.36,6.32
7.3400e-06,3.36,6.32
7.3420e-06,3.36,6.24
7.3440e-06,3.36,6.32
7.3460e-06,3.44,6.4
7.3480e-06,3.28,6.48
7.3500e-06,3.36,6.4
7.3520e-06,3.36,6.32
7.3540e-06,3.28,6.4
7.3560e-06,3.36,6.48
7.3580e-06,3.36,6.32
7.3600e-06,3.28,6.32
7.3620e-06,3.28,6.4
7.3640e-06,3.36,6.32
7.3660e-06,3.36,6.4
7.3680e-06,3.36,6.4
7.3700e-06,3.36,6.32
7.3720e-06,3.36,6.4
7.3740e-06,3.36,6.4
7.3760e-06,3.28,6.32
7.3780e-06,3.44,6.24
7.3800e-06,3.36,6.32
7.3820e-06,3.28,6.4
7.3840e-06,3.36,6.48
7.3860e-06,3.28,6.4
7.3880e-06,3.28,6.4
7.3900e-06,3.36,6.4
7.3920e-06,3.36,6.4
7.3940e-06,3.36,6.32
7.3960e-06,3.44,6.4
7.3980e-06,3.36,6.32
7.4000e-06,3.28,6.4
7.4020e-06,3.44,6.32
7.4040e-06,3.36,6.32
7.4060e-06,3.36,6.4
7.4080e-06,3.28,6.4
7.4100e-06,3.36,6.4
7.4120e-06,3.36,6.4
7.4140e-06,3.28,6.32
7.4160e-06,3.36,6.32
7.4180e-06,3.44,6.4
7.4200e-06,3.28,6.48
7.4220e-06,3.36,6.32
7.4240e-06,3.44,6.4
7.4260e-06,3.36,6.4
7.4280e-06,3.36,6.48
7.4300e-06,3.36,6.4
7.4320e-06,3.36,6.48
7.4340e-06,3.28,6.4
7.4360e-06,3.36,6.4
7.4380e-06,3.36,6.32
7.4400e-06,3.44,6.48
7.4420e-06,3.36,6.4
7.4440e-06,3.36,6.48
7.4460e-06,3.36,6.4
7.4480e-06,3.28,6.32
7.4500e-06,3.44,6.4
7.4520e-06,3.36,6.32
7.4540e-06,3.36,6.4
7.4560e-06,3.44,6.32
7.4580e-06,3.28,6.4
7.4600e-06,3.44,6.4
7.4620e-06,3.28,6.4
7.4640e-06,3.36,6.4
7.4660e-06,3.36,6.32
7.4680e-06,3.28,6.4
7.4700e-06,3.36,6.32
7.4720e-06,3.44,6.32
7.4740e-06,3.36,6.4
7.4760e-06,3.36,6.4
7.4780e-06,3.36,6.4
7.4800e-06,3.44,6.32
7.4820e-06,3.28,6.48
7.4840e-06,3.36,6.32
7.4860e-06,3.36,6.4
7.4880e-06,3.36,6.4
7.4900e-06,3.36,6.32
7.4920e-06,3.36,6.4
7.4940e-06,3.28,6.32
7.4960e-06,3.28,6.32
7.4980e-06,3.36,6.4
7.5000e-06,3.36,6.32
7.5020e-06,3.36,6.4
7.5040e-06,3.44,6.4
7.5060e-06,3.36,6.4
7.5080e-06,3.36,6.4
7.5100e-06,3.36,6.4
7.5120e-06,3.28,6.4
7.5140e-06,3.44,6.4
7.5160e-06,3.44,6.32
7.5180e-06,3.28,6.4
7.5200e-06,3.36,6.32
7.5220e-06,3.36,6.4
7.5240e-06,3.36,6.4
7.5260e-06,3.36,6.48
7.5280e-06,3.44,6.32
7.5300e-06,3.36,6.48
7.5320e-06,3.36,6.4
7.5340e-06,3.36,6.4
7.5360e-06,3.36,6.4
7.5380e-06,3.36,6.4
7.5400e-06,3.44,6.48
7.5420e-06,3.44,6.4
7.5440e-06,3.28,6.4
7.5460e-06,3.36,6.4
7.5480e-06,3.28,6.4
7.5500e-06,3.36,6.32
7.5520e-06,3.36,6.4
7.5540e-06,3.36,6.4
7.5560e-06,3.36,6.32
7.5580e-06,3.36,6.48
7.5600e-06,3.36,6.4
7.5620e-06,3.36,6.48
7.5640e-06,3.28,6.4
7.5660e-06,3.28,6.4
7.5680e-06,3.36,6.32
7.5700e-06,3.36,6.48
7.5720e-06,3.28,6.4
7.5740e-06,3.28,6.48
7.5760e-06,3.44,6.4
7.5780e-06,3.28,6.4
7.5800e-06,3.36,6.48
7.5820e-06,3.28,6.48
7.5840e-06,3.36,6.48
7.5860e-06,3.36,6.4
7.5880e-06,3.36,6.4
7.5900e-06,3.36,6.4
7.5920e-06,3.28,6.4
7.5940e-06,3.36,6.4
