Model,MDO3034
Firmware Version,1.26

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,2e-06,
Horizontal Delay,6e-06,
Sample Interval,2e-09,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,2
Vertical Position,-3,-3
,,
,,
,,
Label,,
TIME,CH1,CH2
8.0400e-07,1.12,0
8.0600e-07,1.04,0.08
8.0800e-07,1.2,0.16
8.1000e-07,1.12,0
8.1200e-07,1.04,0.08
8.1400e-07,1.12,0
8.1600e-07,1.12,0.08
8.1800e-07,1.04,0.08
8.2000e-07,1.12,0
8.2200e-07,1.04,0.16
8.2400e-07,1.04,0
8.2600e-07,1.12,0.08
8.2800e-07,1.12,0.08
8.3000e-07,1.12,0
8.3200e-07,1.12,0.08
8.3400e-07,1.12,0.08
8.3600e-07,1.12,0
8.3800e-07,1.12,0.08
8.4000e-07,1.04,0
8.4200e-07,1.12,0
8.4400e-07,1.04,0
8.4600e-07,1.12,0.08
8.4800e-07,1.04,0
8.5000e-07,1.12,0.08
8.5200e-07,1.12,0
8.5400e-07,1.04,0.08
8.5600e-07,1.12,0.08
8.5800e-07,1.12,0
8.6000e-07,1.04,0.08
8.6200e-07,1.12,0.08
8.6400e-07,1.12,0
8.6600e-07,1.2,0
8.6800e-07,1.12,0.08
8.7000e-07,1.2,0
8.7200e-07,1.2,0.08
8.7400e-07,1.2,0
8.7600e-07,1.28,0
8.7800e-07,1.12,0
8.8000e-07,1.2,0.08
8.8200e-07,1.2,0.08
8.8400e-07,1.28,0.08
8.8600e-07,1.2,0.08
8.8800e-07,1.2,0
8.9000e-07,1.2,0.08
8.9200e-07,1.28,0.08
8.9400e-07,1.2,0.08
8.9600e-07,1.2,0.08
8.9800e-07,1.2,0.16
9.0000e-07,1.2,0
9.0200e-07,1.2,0.16
9.0400e-07,1.28,0.08
9.0600e-07,1.36,0.16
9.0800e-07,1.36,0.08
9.1000e-07,1.28,0.08
9.1200e-07,1.28,0
9.1400e-07,1.36,0.08
9.1600e-07,1.28,0.08
9.1800e-07,1.36,0.08
9.2000e-07,1.28,0.08
9.2200e-07,1.36,0.24
9.2400e-07,1.36,0.08
9.2600e-07,1.28,0.16
9.2800e-07,1.36,0.08
9.3000e-07,1.36,0.08
9.3200e-07,1.28,0.08
9.3400e-07,1.28,0.16
9.3600e-07,1.28,0
9.3800e-07,1.36,0.16
9.4000e-07,1.36,0.16
9.4200e-07,1.36,0.16
9.4400e-07,1.36,0.16
9.4600e-07,1.36,0.16
9.4800e-07,1.36,0.08
9.5000e-07,1.36,0.08
9.5200e-07,1.36,0.08
9.5400e-07,1.28,0.16
9.5600e-07,1.28,0.16
9.5800e-07,1.28,0.16
9.6000e-07,1.36,0.16
9.6200e-07,1.36,0.16
9.6400e-07,1.28,0.08
9.6600e-07,1.28,0.16
9.6800e-07,1.36,0.08
9.7000e-07,1.36,0.16
9.7200e-07,1.44,0.08
9.7400e-07,1.28,0.08
9.7600e-07,1.44,0.08
9.7800e-07,1.28,0.24
9.8000e-07,1.36,0.16
9.8200e-07,1.28,0.24
9.8400e-07,1.36,0.16
9.8600e-07,1.36,0.16
9.8800e-07,1.44,0.24
9.9000e-07,1.28,0.16
9.9200e-07,1.28,0.24
9.9400e-07,1.28,0.16
9.9600e-07,1.36,0.24
9.9800e-07,1.36,0.16
1.0000e-06,1.44,0.24
1.0020e-06,1.44,0.24
1.0040e-06,1.36,0.16
1.0060e-06,1.44,0.24
1.0080e-06,1.36,0.16
1.0100e-06,1.28,0.16
1.0120e-06,1.44,0.16
1.0140e-06,1.36,0.16
1.0160e-06,1.36,0.16
1.0180e-06,1.36,0.24
1.0200e-06,1.44,0.24
1.0220e-06,1.36,0.24
1.0240e-06,1.28,0.24
1.0260e-06,1.36,0.24
1.0280e-06,1.36,0.16
1.0300e-06,1.44,0.16
1.0320e-06,1.52,0.08
1.0340e-06,1.44,0.08
1.0360e-06,1.36,0.16
1.0380e-06,1.52,0.08
1.0400e-06,1.36,0.08
1.0420e-06,1.44,0.08
1.0440e-06,1.44,0.16
1.0460e-06,1.44,0.16
1.0480e-06,1.44,0.16
1.0500e-06,1.44,0.08
1.0520e-06,1.52,0.08
1.0540e-06,1.36,0.16
1.0560e-06,1.36,0.08
1.0580e-06,1.44,0.16
1.0600e-06,1.6,0
1.0620e-06,1.52,0.24
1.0640e-06,1.44,0.16
1.0660e-06,1.52,0.16
1.0680e-06,1.44,0.08
1.0700e-06,1.52,0.08
1.0720e-06,1.6,0.08
1.0740e-06,1.6,0.16
1.0760e-06,1.6,0.08
1.0780e-06,1.6,0.08
1.0800e-06,1.52,0.08
1.0820e-06,1.6,0.16
1.0840e-06,1.52,0
1.0860e-06,1.6,0.08
1.0880e-06,1.6,0.08
1.0900e-06,1.68,0.08
1.0920e-06,1.68,0.16
1.0940e-06,1.68,0.16
1.0960e-06,1.68,0.08
1.0980e-06,1.68,0.16
1.1000e-06,1.76,0.16
1.1020e-06,1.68,0.16
1.1040e-06,1.76,0.24
1.1060e-06,1.76,0.08
1.1080e-06,1.68,0.16
1.1100e-06,1.68,0.08
1.1120e-06,1.84,0.08
1.1140e-06,1.92,0.08
1.1160e-06,1.84,0.16
1.1180e-06,1.84,0.08
1.1200e-06,1.92,0.08
1.1220e-06,1.92,0.16
1.1240e-06,2,0.16
1.1260e-06,1.92,0.08
1.1280e-06,1.92,0.16
1.1300e-06,2,0.24
1.1320e-06,2,0.08
1.1340e-06,2,0.16
1.1360e-06,2,0.08
1.1380e-06,2.08,0.08
1.1400e-06,2.08,0
1.1420e-06,2.08,0.16
1.1440e-06,2.08,0.16
1.1460e-06,2.08,0.08
1.1480e-06,2.16,0.16
1.1500e-06,2.16,0.24
1.1520e-06,2.16,0.08
1.1540e-06,2.16,0.24
1.1560e-06,2.16,0.08
1.1580e-06,2.16,0.16
1.1600e-06,2.16,0.16
1.1620e-06,2.16,0.08
1.1640e-06,2.16,0.16
1.1660e-06,2.16,0.08
1.1680e-06,2.24,0.08
1.1700e-06,2.24,0.08
1.1720e-06,2.16,0.16
1.1740e-06,2.24,0.16
1.1760e-06,2.16,0.08
1.1780e-06,2.24,0.08
1.1800e-06,2.32,0.08
1.1820e-06,2.24,0.16
1.1840e-06,2.32,0.16
1.1860e-06,2.32,0.08
1.1880e-06,2.32,0.16
1.1900e-06,2.24,0.08
1.1920e-06,2.32,0.16
1.1940e-06,2.32,0.08
1.1960e-06,2.4,0.08
1.1980e-06,2.32,0.08
1.2000e-06,2.4,0.08
1.2020e-06,2.32,0.24
1.2040e-06,2.32,0.08
1.2060e-06,2.4,0.16
1.2080e-06,2.32,0.16
1.2100e-06,2.32,0.16
1.2120e-06,2.48,0
1.2140e-06,2.32,0.08
1.2160e-06,2.32,0.16
1.2180e-06,2.4,0.16
1.2200e-06,2.32,0.08
1.2220e-06,2.32,0.24
1.2240e-06,2.32,0.08
1.2260e-06,2.32,0.16
1.2280e-06,2.32,0.16
1.2300e-06,2.4,0.08
1.2320e-06,2.32,0.16
1.2340e-06,2.32,0.08
1.2360e-06,2.4,0.16
1.2380e-06,2.32,0.16
1.2400e-06,2.24,0.16
1.2420e-06,2.4,0.16
1.2440e-06,2.32,0.08
1.2460e-06,2.32,0.24
1.2480e-06,2.32,0.08
1.2500e-06,2.32,0.16
1.2520e-06,2.24,0.08
1.2540e-06,2.24,0.08
1.2560e-06,2.24,0.08
1.2580e-06,2.32,0.08
1.2600e-06,2.24,0.16
1.2620e-06,2.24,0.08
1.2640e-06,2.24,0.16
1.2660e-06,2.24,0.16
1.2680e-06,2.24,0.16
1.2700e-06,2.24,0.08
1.2720e-06,2.24,0.08
1.2740e-06,2.24,0.08
1.2760e-06,2.16,0.16
1.2780e-06,2.24,0.16
1.2800e-06,2.16,0.08
1.2820e-06,2.16,0.08
1.2840e-06,2.16,0.16
1.2860e-06,2.08,0.08
1.2880e-06,2.16,0.16
1.2900e-06,2.08,0.08
1.2920e-06,2.16,0.16
1.2940e-06,2.16,0.16
1.2960e-06,2.08,0.16
1.2980e-06,2.08,0.16
1.3000e-06,2.08,0.08
1.3020e-06,2.08,0.24
1.3040e-06,2.08,0.08
1.3060e-06,2,0.08
1.3080e-06,2,0.08
1.3100e-06,2.08,0.08
1.3120e-06,2,0.08
1.3140e-06,2.08,0.16
1.3160e-06,2,0.08
1.3180e-06,2,0.08
1.3200e-06,2,0.16
1.3220e-06,2,0.16
1.3240e-06,2,0.08
1.3260e-06,2.08,0.08
1.3280e-06,2,0.24
1.3300e-06,2,0.16
1.3320e-06,1.92,0.08
1.3340e-06,2,0.08
1.3360e-06,2,0.16
1.3380e-06,1.92,0.16
1.3400e-06,1.92,0.08
1.3420e-06,1.92,0.16
1.3440e-06,1.92,0.16
1.3460e-06,1.92,0.16
1.3480e-06,1.84,0.16
1.3500e-06,1.84,0.08
1.3520e-06,1.76,0.08
1.3540e-06,1.84,0.16
1.3560e-06,1.84,0.08
1.3580e-06,1.76,0.08
1.3600e-06,1.84,0.16
1.3620e-06,1.76,0.08
1.3640e-06,1.76,0
1.3660e-06,1.84,0.08
1.3680e-06,1.76,0.16
1.3700e-06,1.76,0
1.3720e-06,1.84,0.16
1.3740e-06,1.76,0.16
1.3760e-06,1.84,0.08
1.3780e-06,1.76,0.08
1.3800e-06,1.76,0.08
1.3820e-06,1.76,0.08
1.3840e-06,1.84,0.08
1.3860e-06,1.76,0.16
1.3880e-06,1.84,0.08
1.3900e-06,1.76,0.16
1.3920e-06,1.76,0.08
1.3940e-06,1.84,0.08
1.3960e-06,1.76,0.08
1.3980e-06,1.76,0.16
1.4000e-06,1.76,0.08
1.4020e-06,1.68,0.08
1.4040e-06,1.76,0.16
1.4060e-06,1.76,0.08
1.4080e-06,1.76,0.08
1.4100e-06,1.76,0.08
1.4120e-06,1.76,0.08
1.4140e-06,1.84,0.08
1.4160e-06,1.76,0.08
1.4180e-06,1.76,0
1.4200e-06,1.84,0.08
1.4220e-06,1.76,0
1.4240e-06,1.84,0.08
1.4260e-06,1.84,0.08
1.4280e-06,1.84,0.08
1.4300e-06,1.76,0
1.4320e-06,1.76,0.08
1.4340e-06,1.84,0
1.4360e-06,1.76,0.16
1.4380e-06,1.76,0.08
1.4400e-06,1.84,0.08
1.4420e-06,1.84,0.08
1.4440e-06,1.92,0.16
1.4460e-06,1.84,0.08
1.4480e-06,1.76,0.08
1.4500e-06,1.76,0.08
1.4520e-06,1.92,0.08
1.4540e-06,1.84,0.08
1.4560e-06,1.84,0.16
1.4580e-06,1.84,0.08
1.4600e-06,1.92,0.08
1.4620e-06,1.92,0.08
1.4640e-06,1.76,0.08
1.4660e-06,1.92,0.08
1.4680e-06,1.92,0.16
1.4700e-06,1.92,0.08
1.4720e-06,1.84,0.24
1.4740e-06,2,0
1.4760e-06,2,0.16
1.4780e-06,1.92,0.08
1.4800e-06,1.92,0.08
1.4820e-06,2,0.16
1.4840e-06,1.92,0.08
1.4860e-06,2,0.16
1.4880e-06,2,0.16
1.4900e-06,1.92,0.24
1.4920e-06,1.92,0.08
1.4940e-06,2,0.08
1.4960e-06,2,0.08
1.4980e-06,2.08,0.16
1.5000e-06,2,0.16
1.5020e-06,1.92,0
1.5040e-06,1.92,0.16
1.5060e-06,2,0.16
1.5080e-06,1.92,0.24
1.5100e-06,2,0.08
1.5120e-06,2,0.08
1.5140e-06,1.92,0.08
1.5160e-06,2.08,0.08
1.5180e-06,2,0.16
1.5200e-06,1.92,0
1.5220e-06,2,0.16
1.5240e-06,2,0.16
1.5260e-06,1.92,0.08
1.5280e-06,2,0.16
1.5300e-06,2,0.08
1.5320e-06,2,0.08
1.5340e-06,2,0.08
1.5360e-06,2.08,0.16
1.5380e-06,1.92,0.08
1.5400e-06,2,0.16
1.5420e-06,2.08,0.08
1.5440e-06,2,0.08
1.5460e-06,1.92,0.16
1.5480e-06,2,0.08
1.5500e-06,2.08,0.08
1.5520e-06,2,0.16
1.5540e-06,2.08,0.16
1.5560e-06,2.16,0.16
1.5580e-06,2,0.16
1.5600e-06,2.08,0.16
1.5620e-06,2,0.16
1.5640e-06,2.08,0.08
1.5660e-06,2.08,0.08
1.5680e-06,2.08,0.16
1.5700e-06,2.08,0.08
1.5720e-06,2.08,0.16
1.5740e-06,2.08,0.08
1.5760e-06,2.08,0.16
1.5780e-06,2.08,0.08
1.5800e-06,2,0.24
1.5820e-06,2.08,0.08
1.5840e-06,2.08,0.16
1.5860e-06,2,0.16
1.5880e-06,2,0.16
1.5900e-06,2.08,0.16
1.5920e-06,2.08,0.16
1.5940e-06,2,0.16
1.5960e-06,2.08,0.08
1.5980e-06,2,0.16
1.6000e-06,2.08,0.08
1.6020e-06,2.16,0.08
1.6040e-06,2,0.16
1.6060e-06,2.16,0.08
1.6080e-06,2.16,0.16
1.6100e-06,2.08,0.24
1.6120e-06,2.16,0.16
1.6140e-06,2.16,0.24
1.6160e-06,2.16,0.08
1.6180e-06,2.16,0.24
1.6200e-06,2.08,0.08
1.6220e-06,2,0.08
1.6240e-06,2.08,0.08
1.6260e-06,2.16,0.16
1.6280e-06,2.16,0.16
1.6300e-06,2.16,0.16
1.6320e-06,2.16,0.08
1.6340e-06,2.24,0.08
1.6360e-06,2.16,0.08
1.6380e-06,2.16,0.08
1.6400e-06,2.16,0.08
1.6420e-06,2.16,0.08
1.6440e-06,2.16,0.08
1.6460e-06,2.24,0.08
1.6480e-06,2.24,0.24
1.6500e-06,2.24,0.16
1.6520e-06,2.16,0.16
1.6540e-06,2.24,0.16
1.6560e-06,2.4,0.16
1.6580e-06,2.24,0.24
1.6600e-06,2.32,0.16
1.6620e-06,2.32,0.16
1.6640e-06,2.24,0.08
1.6660e-06,2.32,0.16
1.6680e-06,2.32,0.24
1.6700e-06,2.32,0.16
1.6720e-06,2.24,0.24
1.6740e-06,2.32,0.16
1.6760e-06,2.24,0.16
1.6780e-06,2.32,0.16
1.6800e-06,2.4,0.16
1.6820e-06,2.32,0.16
1.6840e-06,2.4,0.16
1.6860e-06,2.48,0.16
1.6880e-06,2.4,0.16
1.6900e-06,2.4,0.24
1.6920e-06,2.32,0.08
1.6940e-06,2.32,0.08
1.6960e-06,2.4,0.24
1.6980e-06,2.48,0.16
1.7000e-06,2.4,0.08
1.7020e-06,2.48,0.24
1.7040e-06,2.48,0.08
1.7060e-06,2.4,0.16
1.7080e-06,2.48,0.24
1.7100e-06,2.4,0.24
1.7120e-06,2.48,0.08
1.7140e-06,2.48,0.08
1.7160e-06,2.48,0.24
1.7180e-06,2.56,0.08
1.7200e-06,2.48,0.16
1.7220e-06,2.48,0.16
1.7240e-06,2.56,0.16
1.7260e-06,2.64,0.16
1.7280e-06,2.56,0
1.7300e-06,2.64,0.08
1.7320e-06,2.56,0.08
1.7340e-06,2.56,0.16
1.7360e-06,2.64,0.16
1.7380e-06,2.64,0.16
1.7400e-06,2.64,0.16
1.7420e-06,2.64,0.16
1.7440e-06,2.72,0.16
1.7460e-06,2.72,0.16
1.7480e-06,2.64,0.08
1.7500e-06,2.64,0.08
1.7520e-06,2.64,0.16
1.7540e-06,2.72,0.08
1.7560e-06,2.72,0.24
1.7580e-06,2.72,0.08
1.7600e-06,2.72,0.08
1.7620e-06,2.72,0.08
1.7640e-06,2.72,0.16
1.7660e-06,2.72,0.24
1.7680e-06,2.8,0.16
1.7700e-06,2.72,0.16
1.7720e-06,2.8,0.08
1.7740e-06,2.8,0.08
1.7760e-06,2.72,0.08
1.7780e-06,2.8,0.16
1.7800e-06,2.8,0.08
1.7820e-06,2.8,0.16
1.7840e-06,2.8,0.08
1.7860e-06,2.8,0.08
1.7880e-06,2.72,0.08
1.7900e-06,2.8,0.16
1.7920e-06,2.72,0.16
1.7940e-06,2.8,0.16
1.7960e-06,2.72,0.24
1.7980e-06,2.64,0.16
1.8000e-06,2.8,0.08
1.8020e-06,2.8,0.16
1.8040e-06,2.8,0.08
1.8060e-06,2.72,0.16
1.8080e-06,2.88,0.16
1.8100e-06,2.72,0.24
1.8120e-06,2.72,0.08
1.8140e-06,2.8,0.16
1.8160e-06,2.8,0.08
1.8180e-06,2.72,0.16
1.8200e-06,2.8,0.08
1.8220e-06,2.8,0.16
1.8240e-06,2.88,0.08
1.8260e-06,2.8,0.08
1.8280e-06,2.72,0.16
1.8300e-06,2.8,0.24
1.8320e-06,2.72,0.16
1.8340e-06,2.72,0.16
1.8360e-06,2.8,0.16
1.8380e-06,2.72,0.08
1.8400e-06,2.72,0.16
1.8420e-06,2.8,0.16
1.8440e-06,2.72,0.08
1.8460e-06,2.72,0.16
1.8480e-06,2.72,0.16
1.8500e-06,2.72,0.16
1.8520e-06,2.64,0.08
1.8540e-06,2.64,0.16
1.8560e-06,2.72,0.16
1.8580e-06,2.72,0.16
1.8600e-06,2.72,0.16
1.8620e-06,2.72,0.08
1.8640e-06,2.56,0.08
1.8660e-06,2.64,0.08
1.8680e-06,2.72,0.16
1.8700e-06,2.72,0.08
1.8720e-06,2.72,0.16
1.8740e-06,2.72,0.08
1.8760e-06,2.72,0
1.8780e-06,2.64,0.08
1.8800e-06,2.72,0.16
1.8820e-06,2.64,0.08
1.8840e-06,2.56,0.08
1.8860e-06,2.64,0.08
1.8880e-06,2.64,0.08
1.8900e-06,2.64,0.08
1.8920e-06,2.56,0.16
1.8940e-06,2.64,0.08
1.8960e-06,2.64,0.16
1.8980e-06,2.64,0.16
1.9000e-06,2.56,0.08
1.9020e-06,2.56,0.08
1.9040e-06,2.64,0.08
1.9060e-06,2.56,0.16
1.9080e-06,2.64,0.08
1.9100e-06,2.72,0.08
1.9120e-06,2.56,0.08
1.9140e-06,2.56,0.08
1.9160e-06,2.64,0.16
1.9180e-06,2.56,0.08
1.9200e-06,2.56,0.16
1.9220e-06,2.48,0.08
1.9240e-06,2.56,0.08
1.9260e-06,2.56,0.08
1.9280e-06,2.56,0.16
1.9300e-06,2.56,0.08
1.9320e-06,2.48,0
1.9340e-06,2.56,0.16
1.9360e-06,2.56,0.16
1.9380e-06,2.56,0.16
1.9400e-06,2.48,0.16
1.9420e-06,2.56,0.16
1.9440e-06,2.56,0.08
1.9460e-06,2.48,0.08
1.9480e-06,2.48,0.16
1.9500e-06,2.4,0.16
1.9520e-06,2.48,0.08
1.9540e-06,2.56,0
1.9560e-06,2.56,0.16
1.9580e-06,2.48,0
1.9600e-06,2.48,-0.08
1.9620e-06,2.48,0
1.9640e-06,2.4,0.08
1.9660e-06,2.48,0.08
1.9680e-06,2.4,0.16
1.9700e-06,2.48,0.08
1.9720e-06,2.4,0.08
1.9740e-06,2.48,0.08
1.9760e-06,2.48,0.08
1.9780e-06,2.56,0.08
1.9800e-06,2.56,0.08
1.9820e-06,2.4,0.16
1.9840e-06,2.56,0.08
1.9860e-06,2.48,0.08
1.9880e-06,2.4,0.08
1.9900e-06,2.56,0.16
1.9920e-06,2.48,0.08
1.9940e-06,2.56,0.16
1.9960e-06,2.48,0.08
1.9980e-06,2.48,0.08
2.0000e-06,2.4,0.08
2.0020e-06,2.48,0.24
2.0040e-06,2.48,0.08
2.0060e-06,2.48,0.16
2.0080e-06,2.48,0.16
2.0100e-06,2.4,0.08
2.0120e-06,2.4,0.08
2.0140e-06,2.48,0.08
2.0160e-06,2.48,0.08
2.0180e-06,2.48,0.08
2.0200e-06,2.4,0.16
2.0220e-06,2.48,0.08
2.0240e-06,2.48,0.16
2.0260e-06,2.48,0.08
2.0280e-06,2.48,0.08
2.0300e-06,2.4,0.16
2.0320e-06,2.48,0.16
2.0340e-06,2.4,0.08
2.0360e-06,2.48,0.08
2.0380e-06,2.4,0.16
2.0400e-06,2.48,0.16
2.0420e-06,2.48,0.16
2.0440e-06,2.48,0.16
2.0460e-06,2.56,0.08
2.0480e-06,2.48,0.08
2.0500e-06,2.48,0.16
2.0520e-06,2.48,0.16
2.0540e-06,2.4,0.16
2.0560e-06,2.56,0.24
2.0580e-06,2.48,0.16
2.0600e-06,2.56,0.16
2.0620e-06,2.48,0.16
2.0640e-06,2.48,0.16
2.0660e-06,2.48,0.08
2.0680e-06,2.56,0.16
2.0700e-06,2.48,0.08
2.0720e-06,2.48,0.16
2.0740e-06,2.48,0.24
2.0760e-06,2.48,0.16
2.0780e-06,2.4,0.08
2.0800e-06,2.4,0.16
2.0820e-06,2.48,0.16
2.0840e-06,2.4,0.08
2.0860e-06,2.48,0.08
2.0880e-06,2.48,0.08
2.0900e-06,2.48,0.08
2.0920e-06,2.56,0.08
2.0940e-06,2.48,0.08
2.0960e-06,2.48,0.16
2.0980e-06,2.56,0.08
2.1000e-06,2.48,0.16
2.1020e-06,2.56,0.08
2.1040e-06,2.48,0.16
2.1060e-06,2.48,0.08
2.1080e-06,2.56,0.16
2.1100e-06,2.56,0.16
2.1120e-06,2.48,0.08
2.1140e-06,2.56,0.16
2.1160e-06,2.56,0.16
2.1180e-06,2.56,0.16
2.1200e-06,2.56,0.24
2.1220e-06,2.56,0.16
2.1240e-06,2.56,0.08
2.1260e-06,2.48,0.08
2.1280e-06,2.56,0.08
2.1300e-06,2.56,0.08
2.1320e-06,2.64,0.08
2.1340e-06,2.56,0.24
2.1360e-06,2.56,0.08
2.1380e-06,2.56,0.16
2.1400e-06,2.64,0.24
2.1420e-06,2.56,0.08
2.1440e-06,2.56,0.08
2.1460e-06,2.56,0.16
2.1480e-06,2.56,0.16
2.1500e-06,2.56,0.24
2.1520e-06,2.48,0.08
2.1540e-06,2.64,0.08
2.1560e-06,2.64,0.16
2.1580e-06,2.64,0.08
2.1600e-06,2.56,0.24
2.1620e-06,2.56,0.16
2.1640e-06,2.64,0.08
2.1660e-06,2.64,0.16
2.1680e-06,2.64,0.08
2.1700e-06,2.64,0.16
2.1720e-06,2.64,0.08
2.1740e-06,2.56,0.16
2.1760e-06,2.64,0.16
2.1780e-06,2.64,0.24
2.1800e-06,2.64,0.16
2.1820e-06,2.56,0.16
2.1840e-06,2.64,0.16
2.1860e-06,2.64,0.16
2.1880e-06,2.64,0.08
2.1900e-06,2.72,0.16
2.1920e-06,2.72,0.08
2.1940e-06,2.64,0.32
2.1960e-06,2.72,0.16
2.1980e-06,2.72,0.08
2.2000e-06,2.72,0.16
2.2020e-06,2.72,0.08
2.2040e-06,2.72,0.08
2.2060e-06,2.64,0.16
2.2080e-06,2.72,0.16
2.2100e-06,2.88,0.16
2.2120e-06,2.72,0.24
2.2140e-06,2.64,0.08
2.2160e-06,2.72,0.08
2.2180e-06,2.8,0.08
2.2200e-06,2.72,0.16
2.2220e-06,2.8,0.16
2.2240e-06,2.8,0.08
2.2260e-06,2.72,0.24
2.2280e-06,2.8,0.08
2.2300e-06,2.8,0.16
2.2320e-06,2.88,0.16
2.2340e-06,2.88,0.24
2.2360e-06,2.88,0.16
2.2380e-06,2.8,0.16
2.2400e-06,2.88,0.08
2.2420e-06,2.8,0.16
2.2440e-06,2.72,0.08
2.2460e-06,2.88,0.16
2.2480e-06,2.96,0.08
2.2500e-06,2.96,0.16
2.2520e-06,2.88,0.16
2.2540e-06,2.88,0.08
2.2560e-06,2.88,0.08
2.2580e-06,2.96,0.16
2.2600e-06,2.96,0.16
2.2620e-06,3.04,0.08
2.2640e-06,2.96,0.08
2.2660e-06,2.88,0.16
2.2680e-06,2.96,0.16
2.2700e-06,2.96,0.16
2.2720e-06,2.96,0.08
2.2740e-06,2.96,0.16
2.2760e-06,2.88,0.08
2.2780e-06,3.04,0.16
2.2800e-06,2.96,0.08
2.2820e-06,2.96,0.16
2.2840e-06,2.96,0.08
2.2860e-06,3.04,0.08
2.2880e-06,3.04,0.08
2.2900e-06,3.04,0.24
2.2920e-06,3.04,0.16
2.2940e-06,3.04,0.08
2.2960e-06,3.04,0.08
2.2980e-06,3.12,0.16
2.3000e-06,3.2,0.08
2.3020e-06,3.04,0.16
2.3040e-06,3.04,0.08
2.3060e-06,3.2,0.08
2.3080e-06,3.04,0.16
2.3100e-06,3.12,0.16
2.3120e-06,3.12,0.08
2.3140e-06,3.04,0.16
2.3160e-06,3.2,0.16
2.3180e-06,3.12,0.16
2.3200e-06,3.2,0.16
2.3220e-06,3.2,0.16
2.3240e-06,3.12,0.08
2.3260e-06,3.12,0.16
2.3280e-06,3.2,0.16
2.3300e-06,3.12,0.08
2.3320e-06,3.04,0.16
2.3340e-06,3.12,0.08
2.3360e-06,3.2,0.16
2.3380e-06,3.2,0.16
2.3400e-06,3.2,0.16
2.3420e-06,3.2,0.08
2.3440e-06,3.28,0.08
2.3460e-06,3.28,0.08
2.3480e-06,3.12,0.24
2.3500e-06,3.2,0.16
2.3520e-06,3.2,0.24
2.3540e-06,3.2,0.08
2.3560e-06,3.12,0.16
2.3580e-06,3.2,0.08
2.3600e-06,3.2,0.16
2.3620e-06,3.2,0.08
2.3640e-06,3.2,0.16
2.3660e-06,3.12,0.08
2.3680e-06,3.2,0.16
2.3700e-06,3.2,0.16
2.3720e-06,3.2,0.16
2.3740e-06,3.2,0.08
2.3760e-06,3.2,0.08
2.3780e-06,3.12,0.16
2.3800e-06,3.2,0.16
2.3820e-06,3.2,0.08
2.3840e-06,3.28,0.16
2.3860e-06,3.28,0.08
2.3880e-06,3.2,0.16
2.3900e-06,3.2,0.16
2.3920e-06,3.2,0.16
2.3940e-06,3.28,0.16
2.3960e-06,3.12,0.08
2.3980e-06,3.28,0.16
2.4000e-06,3.2,0.16
2.4020e-06,3.2,0.16
2.4040e-06,3.2,0.16
2.4060e-06,3.2,0.16
2.4080e-06,3.2,0.16
2.4100e-06,3.2,0.08
2.4120e-06,3.2,0.16
2.4140e-06,3.12,0.16
2.4160e-06,3.28,0.08
2.4180e-06,3.2,0.24
2.4200e-06,3.2,0.16
2.4220e-06,3.2,0.24
2.4240e-06,3.2,0.24
2.4260e-06,3.2,0.24
2.4280e-06,3.2,0.08
2.4300e-06,3.12,0.16
2.4320e-06,3.2,0.08
2.4340e-06,3.12,0.08
2.4360e-06,3.04,0.16
2.4380e-06,3.2,0.08
2.4400e-06,3.04,0.08
2.4420e-06,3.2,0.08
2.4440e-06,3.12,0.16
2.4460e-06,3.12,0.16
2.4480e-06,3.04,0.16
2.4500e-06,3.2,0.08
2.4520e-06,3.2,0.16
2.4540e-06,3.2,0.24
2.4560e-06,3.2,0.08
2.4580e-06,3.12,0.16
2.4600e-06,3.2,0.08
2.4620e-06,3.28,0.08
2.4640e-06,3.12,0.08
2.4660e-06,3.12,0.08
2.4680e-06,3.2,0.08
2.4700e-06,3.12,0.16
2.4720e-06,3.2,0.08
2.4740e-06,3.2,0.16
2.4760e-06,3.12,0.16
2.4780e-06,3.2,0.08
2.4800e-06,3.04,0.08
2.4820e-06,3.2,0.16
2.4840e-06,3.12,0.08
2.4860e-06,3.04,0.16
2.4880e-06,3.2,0.08
2.4900e-06,3.12,0.16
2.4920e-06,3.12,0.16
2.4940e-06,3.12,0.16
2.4960e-06,3.12,0.08
2.4980e-06,3.2,0
2.5000e-06,3.04,0.24
2.5020e-06,3.04,0.08
2.5040e-06,3.12,0.08
2.5060e-06,3.12,0.16
2.5080e-06,3.2,0.08
2.5100e-06,3.04,0.16
2.5120e-06,3.12,0.16
2.5140e-06,3.12,0.16
2.5160e-06,3.12,0.08
2.5180e-06,3.2,0.16
2.5200e-06,3.04,0.24
2.5220e-06,3.12,0.08
2.5240e-06,3.04,0.08
2.5260e-06,3.04,0.08
2.5280e-06,3.12,0.16
2.5300e-06,3.12,0.08
2.5320e-06,3.04,0.08
2.5340e-06,3.12,0.24
2.5360e-06,3.12,0.08
2.5380e-06,3.04,0.08
2.5400e-06,3.12,0.16
2.5420e-06,3.12,0.16
2.5440e-06,3.12,0.08
2.5460e-06,3.04,0.08
2.5480e-06,3.04,0.16
