Time,Volt
-2.926e-06,0.280938
-2.924e-06,0.280938
-2.922e-06,0.200312
-2.920e-06,0.161875
-2.918e-06,0.36125
-2.916e-06,0.2375
-2.914e-06,0.159688
-2.912e-06,0.159688
-2.910e-06,0.24
-2.908e-06,0.118125
-2.906e-06,0.0803125
-2.904e-06,0.163438
-2.902e-06,0.28
-2.900e-06,0.16
-2.898e-06,0.0359375
-2.896e-06,0.240313
-2.894e-06,0.119063
-2.892e-06,0.242188
-2.890e-06,0.238437
-2.888e-06,0.119375
-2.886e-06,0.16
-2.884e-06,0.239375
-2.882e-06,0.199375
-2.880e-06,0.120938
-2.878e-06,0.280938
-2.876e-06,0.198125
-2.874e-06,0.200625
-2.872e-06,0.23875
-2.870e-06,0.241563
-2.868e-06,0.03875
-2.866e-06,0.04125
-2.864e-06,0.161563
-2.862e-06,0.240313
-2.860e-06,0.280313
-2.858e-06,0.166875
-2.856e-06,0.123125
-2.854e-06,0.319375
-2.852e-06,0.0775
-2.850e-06,0.161875
-2.848e-06,0.239688
-2.846e-06,0.12125
-2.844e-06,0.157188
-2.842e-06,0.32
-2.840e-06,0.159688
-2.838e-06,0.241875
-2.836e-06,0.199063
-2.834e-06,0.160312
-2.832e-06,0.121875
-2.830e-06,0.0390625
-2.828e-06,0.360312
-2.826e-06,0.159063
-2.824e-06,0.320313
-2.822e-06,0.12
-2.820e-06,0.07875
-2.818e-06,0.159375
-2.816e-06,0.160312
-2.814e-06,0.19875
-2.812e-06,0.240313
-2.810e-06,0.080625
-2.808e-06,0.0378125
-2.806e-06,0.232813
-2.804e-06,0.248125
-2.802e-06,-0.0796875
-2.800e-06,0.1575
-2.798e-06,0.159688
-2.796e-06,0.118437
-2.794e-06,0.32
-2.792e-06,0.125625
-2.790e-06,0.198125
-2.788e-06,0.239688
-2.786e-06,0.239063
-2.784e-06,0.119687
-2.782e-06,0.159063
-2.780e-06,0.125312
-2.778e-06,-0.0003125
-2.776e-06,0.2
-2.774e-06,0.159688
-2.772e-06,0.122813
-2.770e-06,0.399688
-2.768e-06,0.160938
-2.766e-06,0.116875
-2.764e-06,0.280313
-2.762e-06,0.080625
-2.760e-06,0.08
-2.758e-06,0.120313
-2.756e-06,0.2
-2.754e-06,0.0821875
-2.752e-06,-0.0071875
-2.750e-06,0.31875
-2.748e-06,0.12
-2.746e-06,0.120313
-2.744e-06,0.199688
-2.742e-06,0.159688
-2.740e-06,0.163125
-2.738e-06,0.0003125
-2.736e-06,0.0403125
-2.734e-06,0.118437
-2.732e-06,-0.0803125
-2.730e-06,0.0403125
-2.728e-06,0.04
-2.726e-06,0.0809375
-2.724e-06,0.039375
-2.722e-06,0.16
-2.720e-06,0.08
-2.718e-06,0.16125
-2.716e-06,0.2
-2.714e-06,0.199688
-2.712e-06,0.201563
-2.710e-06,0.12
-2.708e-06,0.079375
-2.706e-06,-0.040625
-2.704e-06,0.0409375
-2.702e-06,0.159688
-2.700e-06,0.19625
-2.698e-06,0.23875
-2.696e-06,0.0396875
-2.694e-06,0.160938
-2.692e-06,0.12
-2.690e-06,0.159688
-2.688e-06,0.040625
-2.686e-06,0.115938
-2.684e-06,0.2
-2.682e-06,0.159688
-2.680e-06,0.16
-2.678e-06,-0.0015625
-2.676e-06,-0.0009375
-2.674e-06,0.200312
-2.672e-06,-0.0375
-2.670e-06,-0.043125
-2.668e-06,0.159688
-2.666e-06,-0.001875
-2.664e-06,0.121562
-2.662e-06,0.239063
-2.660e-06,0.250312
-2.658e-06,0
-2.656e-06,0.199688
-2.654e-06,0.0003125
-2.652e-06,0.280313
-2.650e-06,0.120938
-2.648e-06,0.0384375
-2.646e-06,0.198438
-2.644e-06,0.080625
-2.642e-06,0.04125
-2.640e-06,0.2825
-2.638e-06,0.239688
-2.636e-06,0.200312
-2.634e-06,0.201875
-2.632e-06,0.0815625
-2.630e-06,0.04
-2.628e-06,0.000625
-2.626e-06,0.160625
-2.624e-06,0.16
-2.622e-06,0.16125
-2.620e-06,0.04
-2.618e-06,0.161563
-2.616e-06,0.158125
-2.614e-06,0.0796875
-2.612e-06,0.160625
-2.610e-06,0.201563
-2.608e-06,0.323438
-2.606e-06,-0.038125
-2.604e-06,0.12125
-2.602e-06,0.279062
-2.600e-06,0.0778125
-2.598e-06,0.121875
-2.596e-06,0.2
-2.594e-06,0.121875
-2.592e-06,0.119687
-2.590e-06,0.200937
-2.588e-06,0.240313
-2.586e-06,0.198125
-2.584e-06,0.0796875
-2.582e-06,0.1575
-2.580e-06,0.19875
-2.578e-06,0.0803125
-2.576e-06,0.199688
-2.574e-06,0.079375
-2.572e-06,0.242813
-2.570e-06,0.4
-2.568e-06,0.124063
-2.566e-06,0.12
-2.564e-06,0.160625
-2.562e-06,0.28
-2.560e-06,0.240313
-2.558e-06,0.32
-2.556e-06,0.24
-2.554e-06,0.239063
-2.552e-06,0.28
-2.550e-06,0.24
-2.548e-06,0.2775
-2.546e-06,0.0796875
-2.544e-06,0.239375
-2.542e-06,0.205
-2.540e-06,0.0403125
-2.538e-06,0.241563
-2.536e-06,0.279688
-2.534e-06,0.279375
-2.532e-06,0.240313
-2.530e-06,0.32
-2.528e-06,0.24
-2.526e-06,0.280313
-2.524e-06,0.16
-2.522e-06,0.28125
-2.520e-06,0.197813
-2.518e-06,0.12
-2.516e-06,0.200312
-2.514e-06,0.0403125
-2.512e-06,0.161563
-2.510e-06,0.156875
-2.508e-06,0.124063
-2.506e-06,0.279375
-2.504e-06,0.08
-2.502e-06,0.195938
-2.500e-06,0.19875
-2.498e-06,0.07875
-2.496e-06,0.121875
-2.494e-06,0.200625
-2.492e-06,0.199063
-2.490e-06,0.12
-2.488e-06,0.158438
-2.486e-06,0.2
-2.484e-06,0.160938
-2.482e-06,0.279375
-2.480e-06,0.119063
-2.478e-06,0.24125
-2.476e-06,0.199688
-2.474e-06,0.240625
-2.472e-06,0.0790625
-2.470e-06,0.08
-2.468e-06,0.0796875
-2.466e-06,0.201875
-2.464e-06,0.321563
-2.462e-06,0.0834375
-2.460e-06,0.244375
-2.458e-06,0.318125
-2.456e-06,0.11875
-2.454e-06,0.200937
-2.452e-06,0.2
-2.450e-06,0.20125
-2.448e-06,0.117813
-2.446e-06,0.36
-2.444e-06,0.159688
-2.442e-06,0.284375
-2.440e-06,0.318125
-2.438e-06,0.120625
-2.436e-06,0.159375
-2.434e-06,0.119687
-2.432e-06,0.199688
-2.430e-06,0.0815625
-2.428e-06,0.3225
-2.426e-06,0.2
-2.424e-06,0.0396875
-2.422e-06,0.157813
-2.420e-06,0.160625
-2.418e-06,0.159063
