Model,MDO3034
Firmware Version,1.26

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.0001,
Horizontal Delay,0.0003,
Sample Interval,1e-07,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,5
Vertical Position,-3,-3
,,
,,
,,
Label,,
TIME,CH1,CH2
5.448e-04,0.08,0.6
5.449e-04,0.24,0.8
5.450e-04,0.16,0.6
5.451e-04,0.08,0.8
5.452e-04,0.16,0.8
5.453e-04,0.16,0.6
5.454e-04,0.08,0.8
5.455e-04,0.08,0.6
5.456e-04,0.08,0.8
5.457e-04,0.08,0.4
5.458e-04,0.16,0.6
5.459e-04,0.08,0.8
5.460e-04,0.16,0.8
5.461e-04,0.08,0.6
5.462e-04,0.08,0.8
5.463e-04,0.16,0.8
5.464e-04,0.16,0.4
5.465e-04,0.16,0.8
5.466e-04,0.08,0.6
5.467e-04,0.16,0.8
5.468e-04,0.16,1
5.469e-04,0.08,0.8
5.470e-04,0.16,0.8
5.471e-04,0.08,0.8
5.472e-04,0.32,0.6
5.473e-04,0.16,0.8
5.474e-04,0.16,0.6
5.475e-04,0.08,0.8
5.476e-04,0.08,0.6
5.477e-04,0.16,0.4
5.478e-04,0.16,0.8
5.479e-04,0.08,0.6
5.480e-04,0.16,0.8
5.481e-04,0.16,0.8
5.482e-04,0.08,0.8
5.483e-04,0.08,0.6
5.484e-04,0.16,0.6
5.485e-04,0.08,0.6
5.486e-04,0.08,0.6
5.487e-04,0.16,0.8
5.488e-04,0.08,0.8
5.489e-04,0,0.6
5.490e-04,0.16,0.8
5.491e-04,0.08,0.8
5.492e-04,0.16,0.6
5.493e-04,0.16,0.6
5.494e-04,0.08,0.4
5.495e-04,0.16,0.8
5.496e-04,0.08,0.6
5.497e-04,0.16,0.6
5.498e-04,0.16,0.8
5.499e-04,0.16,0.6
5.500e-04,0.08,0.8
5.501e-04,0.08,0.8
5.502e-04,0.16,0.8
5.503e-04,0.24,0.8
5.504e-04,0.24,0.8
5.505e-04,0.08,0.8
5.506e-04,0.16,0.8
5.507e-04,0.16,0.8
5.508e-04,0.16,0.8
5.509e-04,0.08,0.6
5.510e-04,0.08,0.6
5.511e-04,0.08,0.6
5.512e-04,0.08,1
5.513e-04,0.08,0.6
5.514e-04,0.08,0.8
5.515e-04,0.08,0.8
5.516e-04,0.16,0.8
5.517e-04,0.16,0.6
5.518e-04,0.16,0.8
5.519e-04,0.08,0.8
5.520e-04,0.24,0.8
5.521e-04,0.24,1
5.522e-04,0.16,0.4
5.523e-04,0.08,0.8
5.524e-04,0.16,0.6
5.525e-04,0.16,0.6
5.526e-04,0.16,0.8
5.527e-04,0.16,0.8
5.528e-04,0.16,0.8
5.529e-04,0.24,0.8
5.530e-04,0.16,0.8
5.531e-04,0.16,0.4
5.532e-04,0.16,0.6
5.533e-04,0.16,0.8
5.534e-04,0.16,0.8
5.535e-04,0.16,0.4
5.536e-04,0.16,0.8
5.537e-04,0.08,0.4
5.538e-04,0.24,0.6
5.539e-04,0.08,0.8
5.540e-04,0.16,0.4
5.541e-04,0.16,0.6
5.542e-04,0.16,0.4
5.543e-04,0.08,0.8
5.544e-04,0.08,0.6
5.545e-04,0.24,0.6
5.546e-04,0.16,0.8
5.547e-04,0.08,0.6
5.548e-04,0.08,0.6
5.549e-04,0.16,0.8
5.550e-04,0.16,0.8
5.551e-04,0.16,0.8
5.552e-04,0.16,0.8
5.553e-04,0.08,0.6
5.554e-04,0.16,0.6
5.555e-04,0.16,0.8
5.556e-04,0.16,1
5.557e-04,0.08,0.8
5.558e-04,0.16,0.8
5.559e-04,0.16,0.6
5.560e-04,0.08,1
5.561e-04,0.08,0.8
5.562e-04,0.24,0.6
5.563e-04,0.08,1
5.564e-04,0.08,0.6
5.565e-04,0.16,0.8
5.566e-04,0.08,0.6
5.567e-04,0.08,0.8
5.568e-04,0.08,0.6
5.569e-04,0.16,0.6
5.570e-04,0.24,0.6
5.571e-04,0.08,0.8
5.572e-04,0.08,0.4
5.573e-04,0.16,0.8
5.574e-04,0,0.8
5.575e-04,0.16,0.8
5.576e-04,0.16,0.8
5.577e-04,0.08,0.6
5.578e-04,0.16,0.6
5.579e-04,0.16,0.6
5.580e-04,0.08,0.6
5.581e-04,0.16,0.6
5.582e-04,0.24,0.4
5.583e-04,0.08,0.8
5.584e-04,0.08,0.6
5.585e-04,0.16,0.6
5.586e-04,0.16,0.8
5.587e-04,0.16,0.6
5.588e-04,0.16,0.8
5.589e-04,0.16,0.8
5.590e-04,0.08,0.8
5.591e-04,0.16,0.6
5.592e-04,0.16,0.6
5.593e-04,0.16,0.8
5.594e-04,0.08,0.8
5.595e-04,0.08,0.4
5.596e-04,0.08,0.6
5.597e-04,0.08,0.8
5.598e-04,0.08,0.6
5.599e-04,0.16,0.6
5.600e-04,0.16,0.6
5.601e-04,0.16,0.8
5.602e-04,0.16,0.8
5.603e-04,0,0.6
5.604e-04,0.16,0.6
5.605e-04,0.08,0.8
5.606e-04,0.08,0.6
5.607e-04,0.16,0.6
5.608e-04,0.08,0.8
5.609e-04,0.16,0.6
5.610e-04,0.16,0.6
5.611e-04,0.16,0.8
5.612e-04,0.16,0.8
5.613e-04,0.24,0.4
5.614e-04,0.08,0.6
5.615e-04,0.08,0.6
5.616e-04,0.16,0.8
5.617e-04,0.16,0.8
5.618e-04,0.16,0.6
5.619e-04,0.16,0.6
5.620e-04,0.08,0.6
5.621e-04,0.16,0.4
5.622e-04,0.08,0.8
5.623e-04,0.24,0.8
5.624e-04,0.16,0.8
5.625e-04,0.16,0.8
5.626e-04,0.16,0.6
5.627e-04,0.08,0.8
5.628e-04,0.16,0.6
5.629e-04,0.24,0.6
5.630e-04,0.08,0.8
5.631e-04,0.16,0.6
5.632e-04,0.16,0.6
5.633e-04,0.16,0.8
5.634e-04,0.24,0.6
5.635e-04,0.08,0.8
5.636e-04,0.16,0.8
5.637e-04,0.08,0.6
5.638e-04,0.08,0.8
5.639e-04,0.08,0.8
5.640e-04,0.08,0.8
5.641e-04,0.08,0.8
5.642e-04,0.08,0.8
5.643e-04,0.08,0.8
5.644e-04,0.08,0.6
5.645e-04,0.16,0.8
5.646e-04,0.16,0.6
5.647e-04,0.08,0.6
5.648e-04,0.08,0.8
5.649e-04,0.16,0.4
5.650e-04,0.08,0.8
5.651e-04,0.08,0.6
5.652e-04,0.16,0.6
5.653e-04,0.16,0.8
5.654e-04,0.08,0.8
5.655e-04,0.16,0.6
5.656e-04,0.08,0.8
5.657e-04,0.08,0.8
5.658e-04,0.08,0.6
5.659e-04,0.16,0.6
5.660e-04,0.08,0.6
5.661e-04,0.16,0.8
5.662e-04,0.08,0.8
5.663e-04,0.16,0.8
5.664e-04,0.16,0.6
5.665e-04,0.16,0.8
5.666e-04,0.24,0.6
5.667e-04,0.16,0.4
5.668e-04,0.08,1
5.669e-04,0.16,0.6
5.670e-04,0.08,0.8
5.671e-04,0.16,0.8
5.672e-04,0.16,0.8
5.673e-04,0.16,0.6
5.674e-04,0.08,0.8
5.675e-04,0.16,0.8
5.676e-04,0.16,0.6
5.677e-04,0.08,0.6
5.678e-04,0.08,0.6
5.679e-04,0.08,0.6
5.680e-04,0.16,0.6
5.681e-04,0.08,0.6
5.682e-04,0.16,0.6
5.683e-04,0.16,0.8
5.684e-04,0.08,0.8
5.685e-04,0.08,0.8
5.686e-04,0.08,0.6
5.687e-04,0.16,0.8
5.688e-04,0.08,0.6
5.689e-04,0.16,0.6
5.690e-04,0.08,0.6
5.691e-04,0.08,0.6
5.692e-04,0.08,0.8
5.693e-04,0.08,0.6
5.694e-04,0.08,0.6
5.695e-04,0.16,0.6
5.696e-04,0.08,0.8
5.697e-04,0.08,0.8
5.698e-04,0.16,0.8
5.699e-04,0.16,0.6
5.700e-04,0.16,0.6
5.701e-04,0.08,0.8
5.702e-04,0.16,0.6
5.703e-04,0.16,0.8
5.704e-04,0.08,0.8
5.705e-04,0.08,0.6
5.706e-04,0.08,0.6
5.707e-04,0.16,0.6
5.708e-04,0.16,0.8
5.709e-04,0.16,0.6
5.710e-04,0.08,0.6
5.711e-04,0.08,0.8
5.712e-04,0.16,0.6
5.713e-04,0.16,0.6
5.714e-04,0.08,0.8
5.715e-04,0.16,0.6
5.716e-04,0.08,0.6
5.717e-04,0.16,0.8
5.718e-04,0.16,0.8
5.719e-04,0.16,0.4
5.720e-04,0.08,0.8
5.721e-04,0.16,0.8
5.722e-04,0.08,0.6
5.723e-04,0.16,0.8
5.724e-04,0.16,0.4
5.725e-04,0.16,0.6
5.726e-04,0.16,0.8
5.727e-04,0.16,1
5.728e-04,0.24,0.4
5.729e-04,0.16,0.6
5.730e-04,0.08,0.8
5.731e-04,0,0.6
5.732e-04,0.16,0.6
5.733e-04,0.08,0.6
5.734e-04,0.16,0.8
5.735e-04,0.16,0.6
5.736e-04,0.08,0.8
5.737e-04,0.08,0.6
5.738e-04,0.16,0.4
5.739e-04,0.16,0.8
5.740e-04,0.16,0.6
5.741e-04,0.16,0.6
5.742e-04,0.16,0.6
5.743e-04,0.08,0.6
5.744e-04,0.16,0.6
5.745e-04,0.16,0.6
5.746e-04,0.16,0.6
5.747e-04,0.16,0.8
5.748e-04,0.08,0.6
5.749e-04,0.08,0.8
5.750e-04,0.08,0.6
5.751e-04,0.08,0.6
5.752e-04,0.08,0.8
5.753e-04,0.16,0.6
5.754e-04,0.08,0.8
5.755e-04,0.16,0.6
5.756e-04,0.16,0.8
5.757e-04,0.08,0.6
5.758e-04,0.08,0.8
5.759e-04,0.08,0.8
5.760e-04,0.16,0.6
5.761e-04,0,0.8
5.762e-04,0.16,0.8
5.763e-04,0.24,0.6
5.764e-04,0.08,0.6
5.765e-04,0.16,0.4
5.766e-04,0.08,0.4
5.767e-04,0.08,0.6
5.768e-04,0.08,0.8
5.769e-04,0.08,0.6
5.770e-04,0.08,0.4
5.771e-04,0.16,0.8
5.772e-04,0.16,0.8
5.773e-04,0.16,0.8
5.774e-04,0.08,0.6
5.775e-04,0.08,0.6
5.776e-04,0.08,0.6
5.777e-04,0.24,0.6
5.778e-04,0.08,0.6
5.779e-04,0.16,0.4
5.780e-04,0.08,0.6
5.781e-04,0.24,0.6
5.782e-04,0.08,0.6
5.783e-04,0.16,0.4
5.784e-04,0.16,0.6
5.785e-04,0.16,0.8
5.786e-04,0.24,0.8
5.787e-04,0.08,0.6
5.788e-04,0.08,0.4
5.789e-04,0,0.4
5.790e-04,0.08,0.6
5.791e-04,0.16,0.6
5.792e-04,0.08,0.8
5.793e-04,0.08,0.6
5.794e-04,0.16,0.8
5.795e-04,0.08,0.4
5.796e-04,0.08,0.6
5.797e-04,0.16,0.6
5.798e-04,0.16,0.6
5.799e-04,0.08,0.6
5.800e-04,0.16,0.8
5.801e-04,0.08,0.4
5.802e-04,0.08,0.6
5.803e-04,0.16,0.8
5.804e-04,0.08,0.6
5.805e-04,0.16,0.6
5.806e-04,0.16,0.8
5.807e-04,0.16,1
5.808e-04,0.24,0.6
5.809e-04,0.16,0.8
5.810e-04,0.16,0.8
5.811e-04,0.16,0.6
5.812e-04,0.08,0.6
5.813e-04,0.08,0.6
5.814e-04,0,0.6
5.815e-04,0.16,0.6
5.816e-04,0.08,0.6
5.817e-04,0.16,0.8
5.818e-04,0.08,0.8
5.819e-04,0.16,0.6
5.820e-04,0.16,0.8
5.821e-04,0.08,0.8
5.822e-04,0.16,0.6
5.823e-04,0.16,0.4
5.824e-04,0.16,0.8
5.825e-04,0.08,0.6
5.826e-04,0.16,0.6
5.827e-04,0.08,0.4
5.828e-04,0.08,0.8
5.829e-04,0.08,0.6
5.830e-04,0.08,1
5.831e-04,0.16,0.6
5.832e-04,0.16,0.6
5.833e-04,0.16,0.8
5.834e-04,0.16,0.6
5.835e-04,0.16,0.8
5.836e-04,0.08,0.6
5.837e-04,0.08,0.6
5.838e-04,0.08,0.8
5.839e-04,0.08,0.6
5.840e-04,0.16,0.8
5.841e-04,0.16,0.6
5.842e-04,0.16,0.6
5.843e-04,0.24,0.6
5.844e-04,0.08,0.8
5.845e-04,0.16,0.6
5.846e-04,0.16,0.4
5.847e-04,0.16,0.8
5.848e-04,0.08,0.6
5.849e-04,0.16,0.8
5.850e-04,0.08,0.8
5.851e-04,0.08,0.6
5.852e-04,0.16,0.8
5.853e-04,0.08,0.6
5.854e-04,0.16,0.4
5.855e-04,0.16,0.4
5.856e-04,0.16,0.6
5.857e-04,0.08,1
5.858e-04,0,0.8
5.859e-04,0.16,0.6
5.860e-04,0.16,0.6
5.861e-04,0.08,0.6
5.862e-04,0.08,0.6
5.863e-04,0.16,0.6
5.864e-04,0.08,0.8
5.865e-04,0.08,0.6
5.866e-04,0.16,0.6
5.867e-04,0.16,0.6
5.868e-04,0.08,0.6
5.869e-04,0.16,0.6
5.870e-04,0.08,1
5.871e-04,0.16,0.8
5.872e-04,0.08,0.6
5.873e-04,0.16,0.4
5.874e-04,0.16,0.8
5.875e-04,0.08,0.6
5.876e-04,0.16,0.6
5.877e-04,0.08,0.8
5.878e-04,0.16,0.8
5.879e-04,0.08,0.6
5.880e-04,0.16,0.8
5.881e-04,0.16,0.6
5.882e-04,0.24,0.6
5.883e-04,0.16,0.6
5.884e-04,0.08,0.4
5.885e-04,0.16,0.6
5.886e-04,0.08,0.6
5.887e-04,0.24,0.8
5.888e-04,0.16,0.4
5.889e-04,0.08,0.6
5.890e-04,0.08,0.8
5.891e-04,0.08,0.8
5.892e-04,0.16,0.8
5.893e-04,0.08,0.4
5.894e-04,0.16,0.8
5.895e-04,0.16,0.6
5.896e-04,0.16,0.8
5.897e-04,0.08,0.4
5.898e-04,0.08,0.6
5.899e-04,0.08,0.6
5.900e-04,0.16,0.6
5.901e-04,0.16,0.8
5.902e-04,0.16,0.8
5.903e-04,0.16,0.6
5.904e-04,0.08,0.6
5.905e-04,0.08,0.6
5.906e-04,0.16,0.6
5.907e-04,0.08,0.6
5.908e-04,0.16,0.6
5.909e-04,0.24,0.6
5.910e-04,0.16,0.6
5.911e-04,0.16,0.6
5.912e-04,0.16,0.4
5.913e-04,0.08,0.8
5.914e-04,0.08,0.6
5.915e-04,0.08,0.8
5.916e-04,0.16,0.6
5.917e-04,0.16,0.6
5.918e-04,0.16,0.8
5.919e-04,0.16,0.8
5.920e-04,0.08,0.6
5.921e-04,0.08,0.6
5.922e-04,0.08,0.4
5.923e-04,0.08,0.6
5.924e-04,0.08,0.6
5.925e-04,0.16,0.8
5.926e-04,0.16,0.6
5.927e-04,0.08,0.6
5.928e-04,0.16,0.6
5.929e-04,0.16,0.8
5.930e-04,0.08,0.8
5.931e-04,0,0.6
5.932e-04,0.16,0.8
5.933e-04,0.08,0.8
5.934e-04,0.08,0.4
5.935e-04,0.16,0.6
5.936e-04,0.24,0.6
5.937e-04,0.24,0.8
5.938e-04,0.16,0.6
5.939e-04,0.08,0.6
5.940e-04,0,0.6
5.941e-04,0.08,0.6
5.942e-04,0.16,0.8
5.943e-04,0.16,0.6
5.944e-04,0.08,0.6
5.945e-04,0.08,0.8
5.946e-04,0.16,0.6
5.947e-04,0.08,0.6
5.948e-04,0.16,0.6
5.949e-04,0.08,0.6
5.950e-04,0.16,0.6
5.951e-04,0.16,0.6
5.952e-04,0.16,0.4
5.953e-04,0.16,0.6
5.954e-04,0.08,0.4
5.955e-04,0.08,0.4
5.956e-04,0.16,0.6
5.957e-04,0.08,0.4
5.958e-04,0.16,0.6
5.959e-04,0.16,0.8
5.960e-04,0.16,0.6
5.961e-04,0,0.8
5.962e-04,0.24,0.8
5.963e-04,0.08,0.8
5.964e-04,0.08,0.8
5.965e-04,0.16,0.6
5.966e-04,0.16,0.4
5.967e-04,0.24,0.4
5.968e-04,0.08,0.4
5.969e-04,0.16,0.4
5.970e-04,0.16,0.4
5.971e-04,0.16,0.6
5.972e-04,0.16,0.6
5.973e-04,0.16,0.4
5.974e-04,0.16,0.8
5.975e-04,0.16,0.6
5.976e-04,0.16,0.6
5.977e-04,0.08,0.6
5.978e-04,0.08,0.8
5.979e-04,0.16,0.4
5.980e-04,0.08,0.6
5.981e-04,0.08,0.6
5.982e-04,0.08,0.6
5.983e-04,0.16,0.6
5.984e-04,0.16,0.6
5.985e-04,0,0.6
5.986e-04,0.16,0.6
5.987e-04,0.16,0.6
5.988e-04,0.08,0.6
5.989e-04,0.16,0.6
5.990e-04,0.08,0.6
5.991e-04,0.16,0.4
5.992e-04,0.08,0.6
5.993e-04,0.08,0.4
5.994e-04,0.08,0.6
5.995e-04,0.24,0.4
5.996e-04,0.08,0.6
5.997e-04,0.16,0.8
5.998e-04,0.16,0.6
5.999e-04,0.08,0.8
6.000e-04,0.16,0.4
6.001e-04,0.08,0.6
6.002e-04,0.24,0.4
6.003e-04,0.16,0.6
6.004e-04,0.24,0.6
6.005e-04,0.08,0.8
6.006e-04,0.08,0.6
6.007e-04,0.08,0.6
6.008e-04,0.08,0.4
6.009e-04,0.16,0.6
6.010e-04,0.08,0.4
6.011e-04,0,0.6
6.012e-04,0.16,0.6
6.013e-04,0.16,0.4
6.014e-04,0.08,0.6
6.015e-04,0.08,0.4
6.016e-04,0.16,0.8
6.017e-04,0.16,0.4
6.018e-04,0.08,0.6
6.019e-04,0.08,0.6
6.020e-04,0.16,0.4
6.021e-04,0.08,0.8
6.022e-04,0.08,0.6
6.023e-04,0.16,0.6
6.024e-04,0.16,0.6
6.025e-04,0.08,0.6
6.026e-04,0.08,0.6
6.027e-04,0.08,0.6
6.028e-04,0.08,0.6
6.029e-04,0.16,0.6
6.030e-04,0.08,0.6
6.031e-04,0.08,0.6
6.032e-04,0.16,0.8
6.033e-04,0.16,0.6
6.034e-04,0,0.6
6.035e-04,0.16,0.8
6.036e-04,0.16,0.8
6.037e-04,0.08,0.6
6.038e-04,0.16,0.6
6.039e-04,0.08,0.8
6.040e-04,0.16,0.8
6.041e-04,0.16,0.8
6.042e-04,0.16,0.8
6.043e-04,0.08,0.6
6.044e-04,0.16,0.6
6.045e-04,0.08,0.6
6.046e-04,0.16,0.6
6.047e-04,0.16,0.6
6.048e-04,0.08,0.6
6.049e-04,0.08,0.6
6.050e-04,0.08,0.4
6.051e-04,0.08,0.8
6.052e-04,0.08,0.4
6.053e-04,0.24,0.6
6.054e-04,0.08,0.8
6.055e-04,0.08,0.6
6.056e-04,0.16,0.6
6.057e-04,0.08,0.4
6.058e-04,0.08,0.6
6.059e-04,0,0.6
6.060e-04,0.08,0.4
6.061e-04,0.16,0.4
6.062e-04,0.24,0.6
6.063e-04,0.08,0.8
6.064e-04,0.08,0.6
6.065e-04,0.08,0.4
6.066e-04,0.16,0.6
6.067e-04,0.16,0.8
6.068e-04,0.08,0.8
6.069e-04,0.16,0.4
6.070e-04,0.16,0.6
6.071e-04,0.16,0.6
6.072e-04,0.16,0.6
6.073e-04,0.16,0.6
6.074e-04,0.08,0.6
6.075e-04,0.24,0.6
6.076e-04,0.08,0.4
6.077e-04,0.16,0.8
6.078e-04,0.16,0.6
6.079e-04,0.16,0.6
6.080e-04,0.16,0.4
6.081e-04,0.16,0.8
6.082e-04,0.08,0.6
6.083e-04,0.08,0.6
6.084e-04,0.08,0.4
6.085e-04,0.08,0.6
6.086e-04,-0.08,0.8
6.087e-04,0.16,0.6
6.088e-04,0.08,0.8
6.089e-04,0.16,0.4
6.090e-04,0,0.6
6.091e-04,0.24,0.8
6.092e-04,0.08,0.6
6.093e-04,0.16,0.6
6.094e-04,0.08,0.6
6.095e-04,0.08,0.6
6.096e-04,0.08,0.6
6.097e-04,0.16,0.6
6.098e-04,0.24,0.6
6.099e-04,0.08,0.8
6.100e-04,0.16,0.6
6.101e-04,0.08,0.6
6.102e-04,0.08,0.6
6.103e-04,0.08,0.4
6.104e-04,0.16,0.6
6.105e-04,0.08,0.6
6.106e-04,0.08,0.6
6.107e-04,0.16,0.6
6.108e-04,0.08,0.6
6.109e-04,0.24,0.8
6.110e-04,0.08,0.4
6.111e-04,0.16,0.6
6.112e-04,0.08,0.4
6.113e-04,0.16,1
6.114e-04,0.16,0.6
6.115e-04,0.16,0.4
6.116e-04,0.08,0.6
6.117e-04,0.08,0.4
6.118e-04,0.08,0.6
6.119e-04,0.16,0.6
6.120e-04,0.24,0.6
6.121e-04,0.16,0.6
6.122e-04,0.08,0.4
6.123e-04,0.16,0.8
6.124e-04,0.16,0.6
6.125e-04,0.24,0.6
6.126e-04,0.08,0.6
6.127e-04,0.16,0.8
6.128e-04,0.08,0.6
6.129e-04,0.08,0.6
6.130e-04,0.16,0.6
6.131e-04,0.08,0.8
6.132e-04,0.08,0.4
6.133e-04,0.16,0.6
6.134e-04,0.16,0.6
6.135e-04,0.16,0.2
6.136e-04,0.16,0.6
6.137e-04,0.08,0.8
6.138e-04,0.08,0.6
6.139e-04,0.08,0.6
6.140e-04,0.08,0.8
6.141e-04,0,0.6
6.142e-04,0.16,0.6
6.143e-04,0.08,0.4
6.144e-04,0.16,0.6
6.145e-04,0.16,0.6
6.146e-04,0.08,0.6
6.147e-04,0.16,0.8
6.148e-04,0.08,0.4
6.149e-04,0.16,0.6
6.150e-04,0,0.4
6.151e-04,0.08,0.6
6.152e-04,0.08,0.4
6.153e-04,0.24,0.6
6.154e-04,0.08,0.6
6.155e-04,0.08,0.4
6.156e-04,0,0.4
6.157e-04,0.16,0.6
6.158e-04,0.16,0.6
6.159e-04,0.16,0.4
6.160e-04,0.08,0.6
6.161e-04,0.16,0.4
6.162e-04,0.16,0.6
6.163e-04,0.08,0.6
6.164e-04,0.16,0.6
6.165e-04,0.16,0.8
6.166e-04,0.16,0.6
6.167e-04,0.08,0.6
6.168e-04,0.08,0.4
6.169e-04,0.16,0.6
6.170e-04,0.08,0.6
6.171e-04,0.16,0.2
6.172e-04,0.16,0.6
6.173e-04,0.24,0.6
6.174e-04,0.08,0.6
6.175e-04,0.08,0.6
6.176e-04,0.08,0.2
6.177e-04,0.08,0.6
6.178e-04,0.16,0.6
6.179e-04,0,0.6
6.180e-04,0.08,0.8
6.181e-04,0.16,0.6
6.182e-04,0,0.6
6.183e-04,0.16,0.4
6.184e-04,0.08,0.6
6.185e-04,0.16,0.6
6.186e-04,0.16,0.4
6.187e-04,0.08,0.6
6.188e-04,0.16,0.4
6.189e-04,0.08,0.4
6.190e-04,0.08,0.6
6.191e-04,0.16,0.6
6.192e-04,0.08,0.6
6.193e-04,0.08,0.8
6.194e-04,0.24,0.6
6.195e-04,0.16,0.4
6.196e-04,0.16,0.4
6.197e-04,0.08,0.4
6.198e-04,0.16,0.6
6.199e-04,0.24,0.6
6.200e-04,0.16,0.8
6.201e-04,0.08,0.6
6.202e-04,0.08,0.8
6.203e-04,0.16,0.8
6.204e-04,0.08,0.6
6.205e-04,0.08,0.6
6.206e-04,0.08,0.6
6.207e-04,0.16,0.4
6.208e-04,0.16,0.6
6.209e-04,0.08,0.6
6.210e-04,0.16,0.8
6.211e-04,0.16,0.8
6.212e-04,0.16,0.6
6.213e-04,0.16,0.8
6.214e-04,0.16,0.6
6.215e-04,0.16,0.8
6.216e-04,0.08,0.6
6.217e-04,0.08,0.6
6.218e-04,0.08,0.8
6.219e-04,0.08,0.8
6.220e-04,0.08,0.8
6.221e-04,0.16,0.4
6.222e-04,0.08,0.6
6.223e-04,0.08,0.6
6.224e-04,0.16,0.8
6.225e-04,0.16,0.6
6.226e-04,0.16,0.6
6.227e-04,0.08,0.8
6.228e-04,0.16,0.4
6.229e-04,0.08,0.8
6.230e-04,0.08,0.6
6.231e-04,0.24,0.6
6.232e-04,0.08,0.6
6.233e-04,0.16,0.4
6.234e-04,0.08,0.6
6.235e-04,0.08,0.4
6.236e-04,0.08,0.8
6.237e-04,0.16,0.6
6.238e-04,0.16,0.6
6.239e-04,0.16,0.4
6.240e-04,0.16,0.6
6.241e-04,0.24,0.6
6.242e-04,0.16,0.4
6.243e-04,0.16,0.6
6.244e-04,0.16,0.4
6.245e-04,0.08,0.6
6.246e-04,0.08,0.4
6.247e-04,0.08,0.4
6.248e-04,0.16,0.6
6.249e-04,0.16,0.6
6.250e-04,0.16,0.6
6.251e-04,0.08,0.6
6.252e-04,0.08,0.6
6.253e-04,0.24,0.6
6.254e-04,0.08,0.6
6.255e-04,0.08,0.6
6.256e-04,0.08,0.6
6.257e-04,0.08,0.6
6.258e-04,0.16,0.6
6.259e-04,0.08,0.6
6.260e-04,0.08,0.6
6.261e-04,0.16,0.6
6.262e-04,0.08,0.6
6.263e-04,0.08,0.6
6.264e-04,0.16,0.4
6.265e-04,0.16,0.6
6.266e-04,0.16,0.6
6.267e-04,0.08,0.6
6.268e-04,0,0.6
6.269e-04,0.08,0.8
6.270e-04,0.08,0.4
6.271e-04,0.08,0.8
6.272e-04,0.16,0.4
6.273e-04,0.08,0.6
6.274e-04,0.16,0.6
6.275e-04,0.08,0.4
6.276e-04,0.16,0.6
6.277e-04,0.08,0.6
6.278e-04,0.08,0.8
6.279e-04,0.16,0.6
6.280e-04,0.16,0.4
6.281e-04,0.08,0.8
6.282e-04,0.08,0.6
6.283e-04,0.16,0.6
6.284e-04,0.08,0.6
6.285e-04,0.16,0.4
6.286e-04,0.08,0.6
6.287e-04,0.16,0.6
6.288e-04,0.16,0.4
6.289e-04,0.08,0.6
6.290e-04,0.08,0.4
6.291e-04,0.08,0.6
6.292e-04,0.08,0.6
6.293e-04,0.16,0.6
6.294e-04,0.08,0.4
6.295e-04,0.08,0.8
6.296e-04,0.16,0.6
6.297e-04,0.08,0.4
6.298e-04,0.16,0.6
6.299e-04,0.08,0.8
6.300e-04,0.08,0.4
6.301e-04,0.08,0.6
6.302e-04,0.08,0.6
6.303e-04,0.08,0.4
6.304e-04,0.16,0.8
6.305e-04,0.08,0.4
6.306e-04,0.08,0.8
6.307e-04,0.16,0.4
6.308e-04,0.08,0.4
6.309e-04,0.16,0.6
6.310e-04,0.16,0.4
6.311e-04,0.16,0.6
6.312e-04,0.24,0.6
6.313e-04,0.08,0.6
6.314e-04,0.08,0.4
6.315e-04,0.08,0.6
6.316e-04,0.16,0.6
6.317e-04,0.16,0.4
6.318e-04,0.16,0.6
6.319e-04,0.24,0.6
6.320e-04,0.08,0.4
6.321e-04,0.16,0.6
6.322e-04,0.16,0.6
6.323e-04,0.16,0.6
6.324e-04,0.08,0.8
6.325e-04,0.16,0.6
6.326e-04,0.16,0.4
6.327e-04,0.16,0.8
6.328e-04,0.08,0.8
6.329e-04,0.16,0.6
6.330e-04,0.08,0.6
6.331e-04,0.16,0.6
6.332e-04,0.16,0.8
6.333e-04,0.08,0.6
6.334e-04,0.08,0.4
6.335e-04,0.08,0.6
6.336e-04,0.08,0.6
6.337e-04,0.08,0.4
6.338e-04,0.08,0.6
6.339e-04,0.08,0.6
6.340e-04,0.08,0.4
6.341e-04,0.08,0.6
6.342e-04,0.08,0.4
6.343e-04,0.16,0.6
6.344e-04,0.08,0.4
6.345e-04,0.16,0.6
6.346e-04,0.08,0.6
6.347e-04,0.24,0.6
6.348e-04,0.08,0.6
6.349e-04,0.08,0.6
6.350e-04,0.08,0.4
6.351e-04,0.08,0.8
6.352e-04,0.08,0.6
6.353e-04,0.16,0.8
6.354e-04,0.16,0.6
6.355e-04,0.16,0.6
6.356e-04,0.16,0.4
6.357e-04,0.08,0.6
6.358e-04,0.08,0.8
6.359e-04,0.08,0.4
6.360e-04,0.08,0.2
6.361e-04,0.08,0.6
6.362e-04,0.08,0.6
6.363e-04,0.08,0.4
6.364e-04,0.08,0.4
6.365e-04,0.24,0.8
6.366e-04,0.08,0.8
6.367e-04,0.16,0.6
6.368e-04,0.16,0.8
6.369e-04,0.16,0.6
6.370e-04,0.16,0.6
6.371e-04,0.16,0.6
